n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
39,65645283EO,01232710374,Comune di Bologna,6114.14,58084.14,"Rinnovo concessione in gestione impianto sportivo ""Barbieri""",01-PROCEDURA APERTA,2016-01-01+01:00,2017-12-31+01:00,idm1049
40,Z39185F410,01232710374,Comune di Bologna,6529.57,6529.57,FORNITURA PUBBLICAZIONI BIBLIOTECHE,23-AFFIDAMENTO DIRETTO,,,idm1066
41,6623728941,01232710374,Comune di Bologna,963135.00,890676.05,"SERVIZIO DI FACCHINAGGIO, TRASPORTO, TRASLOCO DI BENI MOBILI PRESSO UFFICI COMUNALI E STRUTTURE SCOLASTICHE ED EDUCATIVE 01/04/2016 - 30/03/2019",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2016-04-01+02:00,2019-03-31+02:00,idm1081
42,6638174A78,01232710374,Comune di Bologna,243046.18,252808.93,Centri di aggregazione per ragazze e ragazzi dagli 11 ai 18 anni,01-PROCEDURA APERTA,,,idm1098
43,6638180F6A,01232710374,Comune di Bologna,307681.40,357268.05,Educativa di strada per ragazze e ragazzi dagli 11 ai 18 anni,01-PROCEDURA APERTA,,,idm1123
44,6655729153,01232710374,Comune di Bologna,39481454.71,3397146.92,CONCESSIONE DEL SERVIZIO DI GESTIONE INTEGRATA DELLE ATTIVITA' SPORTIVE AGONISTICHE E DILETTANTISTICHE E LA GESTIONE TECNICA E FUNZIONALE DEGLI IMPIANTI SPORTIVI PER IL NUOTO DEL COMUNE DI BOLOGNA,01-PROCEDURA APERTA,2016-09-01+02:00,2041-06-30+02:00,idm1156
45,6663909FA8,01232710374,Comune di Bologna,11333.60,7070.96,"COLLAUDO STATICO E TECNICO AMMINISTRATIVO, IN CORSO D'OPERA, NELL'AMBITO DELLA REALIZZAZIONE SCUOLA SECONDARIA DI PRIMO GRADO IN VIA LOMBARDIA, Q.RE SAVENA",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-10-10+02:00,2018-02-16+01:00,idm1195
46,669645055A,01232710374,Comune di Bologna,70916.18,69365.60,"Affidamento del servizio biennale della manutenzione della parte meccanica di dispositivi tecnologici ITS (Intelligent Traffic System) per il controllo e monitoraggio del traffico (dissuasori mobili, rilevatori di velocità e armadi stars).",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-07-21+02:00,2018-07-20+02:00,idm1224
47,Z3E1ADBE85,01232710374,Comune di Bologna,25475.41,16452.94,"PROROGA DELLA CONCESSIONE IN GESTIONE, SENZA RILEVANZA ECONOMICA, DELL'IMPIANTO SPORTIVO 'CENTRO SPORTIVO SAN DONATO'SITO IN BOLOGNA VIA BERTINI 9/2 A PROMOTER SPORT SCSD FINO AL 31/12/2018 E CONTESTUALE IMPEGNO DI EURO 19.425,00.= CAPITOLO U30850-00",01-PROCEDURA APERTA,2016-07-01+02:00,2020-06-30+02:00,idm1241
48,67908789CC,01232710374,Comune di Bologna,211885.25,205698.65,AFFIDAMENTO SERVIZI DI VIGILANZA  IN SALA BORSA ALLA DITTA COOPSERVICE PERIODO SETTEMBRE 2016/DICEMBRE 2018. - PGN. 286798/2016 - ORDINI 4500100319 - 4500100328 - 4500100329.,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2016-09-01+02:00,2018-12-31+01:00,idm1255
49,Z151B37131,01232710374,Comune di Bologna,35000.62,35000.60,"PROROGA DELLA CONCESSIONE IN GESTIONE, SENZA RILEVANZA ECONOMICA, DELL'IMPIANTO SPORTIVO 'UBALDO TAMBURINI' SITO A BOLOGNA IN VIA SCANDELLARA 52/3 FINO AL 31/12/2018 E CONTESTUALE IMPEGNO DI EURO 42.700,76.= CAPITOLO U30850-000 BILANCI 2016-2018.",02-PROCEDURA RISTRETTA,2016-09-16+02:00,2018-08-31+02:00,idm1272
50,ZC51B7299A,01232710374,Comune di Bologna,4850.00,4850.00,ESTENSIONE DELLA MAN A SUPPORTO DEL SISTEMA DI VIDEOSORVEGLIANZA CITTADINO,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,,,idm1289
51,6825612136,01232710374,Comune di Bologna,0.00,113288.40,"Affidamento in finanza di progetto artt 179 co 3 e 183 del D.lgs 50/2016,  della Concessione di servizi relativa alla gestione del Centro Sportivo Biavati - Qre Navile",01-PROCEDURA APERTA,2017-01-31+01:00,,idm1304
52,6834486C41,01232710374,Comune di Bologna,150000.00,150000.00,"SERVIZI COMPLEMENTARI NELL'AMBITO DEL CONTRATTO DI APPALTO DEL SERVIZIO DI CUSTODIA, GESTIONE E MOVIMENTAZIONE DELLE PRATICHE EDILIZIE DEL COMUNE DI BOLOGNA",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-12-13+01:00,2018-03-31+02:00,idm1320
53,6764205E89,01232710374,Comune di Bologna,5439344.26,5416912.38,"ADESIONE ALLA CONVENZIONE ""SERVIZIO DI PULIZIA,SANIFICAZIONE,SE SERVIZI AUSILIARI 4"" STIPULATA FRA AGENZIA REGIONALE INTERCENT-ER E RAGGRUPPAMENTO DI IMPRESE CNS-CICLAT PER UFFICI E SERVIZI COMUNALI PER IL PERIODO 01/08/2016-31/07/2019",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2016-08-01+02:00,2019-07-31+02:00,idm1337
54,6762885D3D,01232710374,Comune di Bologna,97332.00,97076.96,"ADESIONE ALLA CONVENZIONE STIPULATA DA INTERCENTER-ER DENOMINATA ""PRODOTTI CARTARI E DETERGENTI, ACCESSORI PER COMUNITA' E ACCESSORI PER LA CONSUMAZIONE DEI PASTI 3"" LOTTO 2 PER FORNITURE DA DESTINARE AI NIDI, C.B.G. E ALCUNE SCUOLE D'INFANZIA",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm1354
55,ZE71B9629D,01232710374,Comune di Bologna,2901.79,3165.01,"ADESIONE ALLA CONVENZIONE STIPULATA DA INTERCENT ER ""NOLEGGIO FOTOCOPIATRICI DIGITALI 5"" PER IL NOLEGGIO DI UNA FOTOCOPIATRICE MULTIFUNZIONE MONOCROMATICA KYOCERA 3510I CON DURATA 36 MESI",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm1369
56,6834291B56,01232710374,Comune di Bologna,216918.00,154497.13,"ADESIONE ALLA CONVENZIONE PER LA FORNITURA DI PANNOLINI MONOUSO STIPULATA DA INTERCENT-ER DENOMINATA ""AUSILI PER INCONTINENZA ED ASSORBENZA 2"" LOTTO 6 ""FORNITURA DI PANNOLINI PER I NIDI COMUNALI PER L'INFANZIA"", PER IL FABBISOGNO DEI NIDI DI INFANZIA",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm1384
57,68408331FA,01232710374,Comune di Bologna,0.00,138839.23,"Affidamento in finanza di progetto artt 179 co 3 e 183 del D. lgs 50/2016,  della Concessione di servizi relativa alla gestione del Circolo ricreativo, culturale e sportivo ""Il Fossolo"" - Quartiere Savena",01-PROCEDURA APERTA,2017-05-02+02:00,,idm1399
58,ZD81C21EF1,01232710374,Comune di Bologna,2446.72,2282.78,SERVIZI DI ALLACCIAMENTO ALLA RETE ELETTRICA DELLE TELECAMERE DERIVANTI DAL PROGETTO DI VIDEOSORVEGLIANZA,23-AFFIDAMENTO DIRETTO,,,idm1420
59,Z691B873BC,01232710374,Comune di Bologna,9800.59,9800.59,UNIVERSITA' VERDE DI BOLOGNA - SERVIZI PER REALIZZAZIONE PROGETTO RAINBO LIFE,23-AFFIDAMENTO DIRETTO,2016-10-14+02:00,,idm1435
60,68765081EB,01232710374,Comune di Bologna,496161.56,497663.90,"Bando di gara per l'affidamento dei seguenti lavori a misura: ""Lavori di Potenziamento, riqualificazione e manutenzione straordinaria segnaletica stradale - attuazione ordinanze""",01-PROCEDURA APERTA,2017-05-15+02:00,2018-05-25+02:00,idm1451
61,ZD21BE21A3,01232710374,Comune di Bologna,6525.11,6332.09,ABBONAMENTI ANNUALI PUBBLICAZIONI PER BIBLIOTECHE ISTITUZIONE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm1820
62,6880007960,01232710374,Comune di Bologna,5797568.64,4679053.54,Servizi di gestione del pubblico e del patrimonio documentario,01-PROCEDURA APERTA,,,idm1835
63,68800279E1,01232710374,Comune di Bologna,539420.65,434511.77,Servizi di catalogazione,01-PROCEDURA APERTA,,,idm1877
64,ZC31BA3A6B,01232710374,Comune di Bologna,18052.64,16372.72,"DETERMINAZIONE A CONTRARRE PER L'AFFIDAMENTO DIRETTO DEL SERVIZIO DI TRASMISSIONE RADIOFONICA DELLE SEDUTE CONSILIARI. PERIODO 1 GENNAIO 2017 - 31 DICEMBRE 2018 CON CONTESTUALE IMPEGNO DI SPESA DI 22.448,00 (O.F.I.)",02-PROCEDURA RISTRETTA,2017-01-01+01:00,2017-12-31+01:00,idm1898
65,ZB71C3A80A,01232710374,Comune di Bologna,10916.75,24658.07,"PRENOTAZIONE DI IMPEGNO PER LA FORNITURA DI PERIODICI ITALIANI E STRANIERI TRAMITE EDICOLA PER L'ISTITUZIONE BIBLIOTECHE DEL COMUNE DI BOLOGNA PER GLI ANNI 2017 E 2018 PER L'IMPORTO COMPLESSIVO DI SPESA DI EURO 25.500,00. APPROVAZIONE DEL RELATIVO AV",01-PROCEDURA APERTA,2017-01-01+01:00,2018-12-31+01:00,idm1915
66,68880338A4,01232710374,Comune di Bologna,479836.06,104195.02,ACQUISTO CALZATURE PER POLIZIA MUNICIPALE,23-AFFIDAMENTO DIRETTO,2016-12-13+01:00,,idm1932
67,683129207F,01232710374,Comune di Bologna,10520.00,10960.00,INCARICO DI COLLAUDATORE TECNICO AMMINISTRATIVO IN CORSO D'OPERA NELL'AMBITO DELL'INTERVENTO DI RECUPERO DELLA TETTOIA NERVI E DEI SERVIZI PUBBLICI CORRELATI (EDIFICIO POLIFUNZIONALE) LOCALIZZATI ALL'INTERNO DELLA Z.I.S. R.5.2. ZONA NAVILE - EX MERCA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-12-29+01:00,,idm1948
68,688529552D,01232710374,Comune di Bologna,1679482.69,1658425.47,Lavori di consolidamento del coperto del Museo Civico Archeologico - Via dei Musei 8 - Bologna,01-PROCEDURA APERTA,2017-09-01+02:00,,idm1975
69,Z981C5D85B,01232710374,Comune di Bologna,1278.68,1278.68,"AFFIDAMENTO ALL'ASSOCIAZIONE MACIGNO ITALIA - VOLONTARI PER L'AMBIENTE DELLA TUTELA E MANUTENZIONE DELL'AREA VERDE DI PROPRIETA' COMUNALE DENOMINATA STAGNO DIDATTICO, SITA ALL'INTERNO DEI GIARDINI MARGHERITA, DAL 01/01/2017 AL 31/12/2018, PER COMPLES",23-AFFIDAMENTO DIRETTO,2017-01-02+01:00,2018-12-31+01:00,idm2135
70,6885265C69,01232710374,Comune di Bologna,1067254.18,986486.47,Intervento di ripristino di parte delle coperture e di consolidamento e restauro di taluni dei paramenti murari e degli elementi di rivestimento e decorativi litici di Palazzo d'Accursio,01-PROCEDURA APERTA,2017-10-19+02:00,,idm2152
71,687655370C,01232710374,Comune di Bologna,67000.00,66999.92,NOLEGGIO BIENNALE DELLA SOLUZIONE STONESOFT NEXT GENERATION FIREWALL,22-PROCEDURA NEGOZIATA CON PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),2017-01-01+01:00,2018-12-31+01:00,idm2217
72,ZE41BBEECC,01232710374,Comune di Bologna,8196.00,8196.00,DITTA JANUS SRL - SITO INTERNET PROGETTO EUROPEO RAINBO LIFE,23-AFFIDAMENTO DIRETTO,2016-12-15+01:00,2018-11-30+01:00,idm2234
73,ZA51CBAE2C,01232710374,Comune di Bologna,30000.00,168.30,SERVIZIO DI AFFRANCATURA E NOTIFICAZIONE DI ATTI GIUDIZIARI NON RICOMPRESI NEL SERVIZIO DELLA POSTALIZZAZIONE,23-AFFIDAMENTO DIRETTO,,,idm2251
74,ZA31C65DB9,01232710374,Comune di Bologna,16889.00,15200.10,REALIZZAZIONE DEL NUOVO LAYOUT DELLA PAGINA WEB UTILIZZATA PER LA NAVIGAZIONE ALL'INTERNO DELLA STRUTTURA NORMATIVA E CARTOGRAFICA DEGLI STRUMENTI URBANISTICI DEL COMUNE DI BOLOGNA,22-PROCEDURA NEGOZIATA CON PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),,,idm2266
75,Z091CD8FB2,01232710374,Comune di Bologna,180.00,180.00,ATTIVAZIONE DEL BOLLETTINO REPORT GOLD,23-AFFIDAMENTO DIRETTO,,,idm2281
76,67668472CC,01232710374,Comune di Bologna,160000.00,87785.00,Servizio di supporto al mantenimento ed alla gestione del sistema di controllo del traffico della città di Bologna (U.T.O.P.I.A.),04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm2296
77,Z891CC7581,01232710374,Comune di Bologna,34398.00,20003.09,VIGILANZA ARMATA SEDI ISTITUZIONE BOLOGNA MUSEI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm2311
78,Z191D0B608,01232710374,Comune di Bologna,35000.00,35000.00,ARPAE - RINNOVO CONVENZIONE MONITORAGGIO QUALITA' DELL'ARIA,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2017-01-23+01:00,2018-12-12+01:00,idm2326
79,Z9A1CFA6E5,01232710374,Comune di Bologna,136.36,136.36,OSPITALITA' AI COMPONENTI DELLA DELEGAZIONE DEL MUSEO STATALE DI RUSSIA IN VISITA AL MAMBO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm2343
