n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
24,52946535DF,00215150236,Comune di Verona,6750.00,6750.00,Servizio di ampliamento del sito “WWW.CCNVERONA.IT”,23-AFFIDAMENTO DIRETTO,2013-08-22,2013-08-28,idm634
25,53018118D6,00215150236,Comune di Verona,362.38,362.38,Servizio di illuminazione dell'evento denominato &quot;Artigianando&quot;,23-AFFIDAMENTO DIRETTO,2013-08-10,2013-10-20,idm654
26,Z6312116F9,00215150236,Comune di Verona,112.00,112.00,Convenzionamento per la raccolta delle domande relative al Fondo per il Sostegno all'accesso alle abitazioni in locazione (F.S.A.) di cui all'art. 11 della legge 9 dicembre 1998 n. 431,23-AFFIDAMENTO DIRETTO,2013-10-15,2014-12-03,idm674
27,Z7E114632C,00215150236,Comune di Verona,340.00,340.00,Acquisto 20 volumi di libro sui capitelli di Verona,23-AFFIDAMENTO DIRETTO,2014-10-16,2015-01-20,idm694
28,5895757496,00215150236,Comune di Verona,23501.10,22669.50,FORNITURA ARTICOLI DI VESTIARIO PER LA POLIZIA LOCALE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-08-21,2015-02-12,idm714
29,5531941E1D,00215150236,Comune di Verona,81540.00,81540.00,acquisto 200 pc desktop compatto,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2013-12-27,2014-03-03,idm776
30,ZB510F5AF4,00215150236,Comune di Verona,200.00,200.00,RCS MediaGroup Spa - fatt. 2014036381/2014 - pubblicazione avviso di gara,23-AFFIDAMENTO DIRETTO,2014-07-09,2014-07-10,idm796
31,Z880E06801,00215150236,Comune di Verona,6000.00,5270.40,Pubblicazione sul quotidiano &quot;L'Arena&quot; di Verona di estratti di bandi di selezione pubblica.,23-AFFIDAMENTO DIRETTO,2014-03-02,2014-04-13,idm816
32,ZF20E74FED,00215150236,Comune di Verona,3000.00,3000.00,SERVIZIO ORGANIZZAZIONE 5 SPETTACOLI PER BAMBINI E FAMIGLIE,23-AFFIDAMENTO DIRETTO,2014-04-27,2014-05-25,idm836
33,5608507E60,00215150236,Comune di Verona,4320.00,4320.00,RINNOVO LICENZE NQ CONTENT ENTERPRISE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-01-01,2014-12-31,idm856
34,ZD40EBCBD0,00215150236,Comune di Verona,1000.00,1000.00,Publiadige Srl - fatt. 002868/2014 - pubblicazione avviso di gara,23-AFFIDAMENTO DIRETTO,2014-01-27,2014-01-28,idm876
35,Z570E6F039,00215150236,Comune di Verona,12960.00,12960.00,NOLEGGIO FULL SERVICE QUINQUENNALE DI 9 MULTIFUNZIONI IN BIANCO E NERO MEDIANTE ADESIONE ALLA CONVENZIONE CONSIP FOTOVOPIATRICI 22 - LOTTO 2-C1,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2014-06-25,2019-06-24,idm896
36,Z3B0F77257,00215150236,Comune di Verona,2557.00,2557.00,Fornitura materiali diversi per il Teatro Romano,23-AFFIDAMENTO DIRETTO,2014-06-05,2014-06-30,idm916
37,Z360FB7D59,00215150236,Comune di Verona,408.30,408.30,SCUOLA DELL'INFANZIA BENEDETTI - Interventi di bonifica da materiali contenenti amianto ed interventi di restauro e risanamento conservativo - aumento potenza contatore elettrico,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-01-07,2014-01-10,idm936
38,Z570F43396,00215150236,Comune di Verona,580.00,580.00,Servizio disinfestazione e derattizzazione presso il Teatro Romano di Verona,23-AFFIDAMENTO DIRETTO,2014-06-12,2014-08-16,idm956
39,ZDA1ODA2E4,00215150236,Comune di Verona,590.00,590.00,INAUGURAZIONE NIDO COMUNALE FRACAZZOLE SERVIZIO BUFFET 2014,23-AFFIDAMENTO DIRETTO,2014-10-18,2014-10-18,idm988
40,5786719794,00215150236,Comune di Verona,40865.60,36640.90,EDILIZIA SCOLASTICA - Interventi necessari per la riqualificazione degli edifici scolastici del Comune di Verona - Circoscrizioni 3^ e 4^ - OPERE DA IDRAULICO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2014-10-20,2015-10-19,idm1008
41,ZDB1044008,00215150236,Comune di Verona,1500.00,1500.00,Concorso &quot;L'Arte racconta i Quartieri&quot; Commissione selezione opere,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE 381/91,2014-09-24,2015-02-14,idm1058
42,Z930DC7FF3,00215150236,Comune di Verona,1240.00,16058.28,Gestione di attività nell'ambito del progetto di assistenza ed integrazione sociale art. 18 D.Lgs n. 286/98,23-AFFIDAMENTO DIRETTO,2013-12-22,2014-06-21,idm1078
43,Z400F97C51,00215150236,Comune di Verona,18590.37,15725.47,SERVIZIO DI MANUTENZIONE E RIPARAZIONE MOTOCICLI BMW E PER LA FORNITURA DI RICAMBI ORIGINALI MOTO BMW DEL CORPO DI POLIZIA LOCALE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-10-01,2016-12-31,idm1098
44,ZED10DA512,00215150236,Comune di Verona,241.23,241.23,Lexmedia Srl fatt. 1222/2014 - pubblicazione avviso di gara,23-AFFIDAMENTO DIRETTO,2014-08-12,2014-08-13,idm1118
45,Z330EE8B89,00215150236,Comune di Verona,12363.00,0.00,Approntamento delle sedi di seggio per le Elezioni Europee del 25 maggio 2014 - Opere Edili,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm1138
46,Z000FA37FC,00215150236,Comune di Verona,8964.44,8963.05,Circoscrizione 7ª - Manutenzione ordinaria degli edifici - finanziata co bilancio 2014 - opere da falegname,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2014-09-26,2014-12-05,idm1162
47,ZEC1061751,00215150236,Comune di Verona,2516.00,2516.00,Fornitura 130 borselli porta palmari e stampante.,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-08-04,2014-10-15,idm1188
48,Z320F7A5D7,00215150236,Comune di Verona,19414.44,20124.43,EDILIZIA SCOLASTICA - Interventi necessari per la riqualifica degli edifici scolastici del Comune di Verona - Circoscrizioni 6^ e 7^ - OPERE DA ELETTRICISTA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2014-11-04,2015-11-03,idm1220
49,Z6D0F755A8,00215150236,Comune di Verona,24852.95,24852.95,EDILIZIA SCOLASTICA - Interventi necessari per la riqualificazione degli edifici scolastici del Comune di Verona - Circoscrizioni 1^ e 5^ - OPERE DA FABBRO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2014-11-17,2015-11-16,idm1282
50,Z3D11807BA,00215150236,Comune di Verona,29.90,29.90,Rinnovo abbonamento alla rivista “CIAK”,23-AFFIDAMENTO DIRETTO,2014-10-29,2015-08-24,idm1338
51,Z1911E24A8,00215150236,Comune di Verona,221.40,221.40,ABBONAMENTO RIVISTA GIURIDICA,23-AFFIDAMENTO DIRETTO,2015-01-01,2015-12-31,idm1358
52,Z0F12117DD,00215150236,Comune di Verona,756.00,756.00,Convenzionamento per la raccolta delle domande relative al Fondo per il Sostegno all'accesso alle abitazioni in locazione (F.S.A.) di cui all'art. 11 della legge 9 dicembre 1998 n. 431,23-AFFIDAMENTO DIRETTO,2013-10-15,2014-12-03,idm1378
53,ZE7073970A,00215150236,Comune di Verona,4920.00,4920.00,Fornitura servizio di assistenza e manutenzione software settore economato,23-AFFIDAMENTO DIRETTO,2013-01-01,2014-12-31,idm1398
54,ZA7091C297,00215150236,Comune di Verona,10548.00,10548.00,Acquisto 20 stampanti Epson,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2013-04-16,2013-05-31,idm1418
55,ZEF093A3CC,00215150236,Comune di Verona,5620.12,5620.10,Progetto &quot;Generazioni&quot;,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE 381/91,2013-03-26,2013-12-20,idm1465
56,Z0D0811066,00215150236,Comune di Verona,4398.79,4398.79,FORNITURA MATERIALE DI CONSUMO PER STAMPANTI E FAX PER ELEZIONI POLITICHE DEL 24 E 25 FEBBRAIO 2013,23-AFFIDAMENTO DIRETTO,2013-01-16,2013-02-25,idm1485
57,4886895952,00215150236,Comune di Verona,34950.00,34950.00,servizio assistenza e sorveglianza sale espositive mostra in Gran Guardia,23-AFFIDAMENTO DIRETTO,2013-01-16,2013-01-31,idm1505
58,ZF509648F5,00215150236,Comune di Verona,354.00,354.00,Servizio Catering Giornata del Deportato,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2013-04-03,2013-04-05,idm1525
59,Z980DEA65C,00215150236,Comune di Verona,1970.49,1970.60,Affidamento fornitura casalinghi,23-AFFIDAMENTO DIRETTO,2014-02-19,2014-03-07,idm1560
60,ZA60E2DDB5,00215150236,Comune di Verona,422.85,422.85,Acquisto libri per il Servizio Nidi Anno 2014 - Edizioni Junior,23-AFFIDAMENTO DIRETTO,2014-03-07,2014-04-07,idm1580
61,54373302A9,00215150236,Comune di Verona,1666233.85,1836002.15,Servizio Educativo Territoriale per famiglie con minori - Lotto n. 3,01-PROCEDURA APERTA,2014-03-01,2019-08-31,idm1600
62,ZF00EB4FFA,00215150236,Comune di Verona,819.68,783.85,FORNITURA DI MATERIALE DI GENERI DIVERSI PER LA PROTEZIONE CIVILE: FORNITURA DI GENERI ALIMENTARI.,23-AFFIDAMENTO DIRETTO,2014-04-07,2014-12-04,idm1647
63,Z330ED054F,00215150236,Comune di Verona,480.00,0.00,AFFIDAMENTO DEL NOLEGGIO TEMPORANEO FULL SERVICE DI DUE MULTIFUNZIONI BIANCO NERO PER LA DURATA DI UN MESE PER LE ELEZIONI EUROPEE 25/5/2014,23-AFFIDAMENTO DIRETTO,2014-05-23,2014-06-22,idm1667
64,Z5A0EDBD5D,00215150236,Comune di Verona,915.00,915.00,Servizio realizzazione e posa in opera di struttura autoportante per l’Estate Teatrale Veronese 2014,23-AFFIDAMENTO DIRETTO,2014-05-27,2014-08-15,idm1687
65,54762719C8,00215150236,Comune di Verona,12188.00,11168.00,SERVIZIO ORGANIZZAZIONE SOGGIORNI TERZA ETA' ANNO 2014 - RICCIONE,01-PROCEDURA APERTA,2014-09-03,2014-09-10,idm1713
66,5791763A04,00215150236,Comune di Verona,100000.00,100000.00,Realizzazione spettacolo OTELLO al Teatro Romano per l’Estate Teatrale Veronese 2014,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2014-06-03,2014-07-05,idm1745
67,Z6B0F84650,00215150236,Comune di Verona,1900.00,1900.00,Realizzazione scultura celebrativa Premio Renato Simoni 2014,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),2014-06-09,2014-07-03,idm1765
68,Z94105E716,00215150236,Comune di Verona,255.00,255.00,FORNITURA PORTABADGE PER TRASPORTO SCOLASTICO 2014/2015,23-AFFIDAMENTO DIRETTO,2014-08-01,2014-10-17,idm1785
69,Z170FB0D10,00215150236,Comune di Verona,12000.00,4000.00,MANUTENZIONE SOFTWARE MAXCOMULITIES,23-AFFIDAMENTO DIRETTO,2014-07-01,2015-12-31,idm1805
70,ZA80DC9D24,00215150236,Comune di Verona,6320.00,46640.00,Gestione di attività nell'ambito del progetto di assistenza ed integrazione sociale art. 18 D.L.gs n. 286/98,23-AFFIDAMENTO DIRETTO,2013-12-22,2014-06-21,idm1825
71,ZDC10B2525,00215150236,Comune di Verona,695.00,695.00,Servizio stampa del materiale promozionale (pieghevole e manifesto) per la “Festa istituzionale dei nonni”,23-AFFIDAMENTO DIRETTO,2014-09-18,2014-09-30,idm1845
72,Z4A1051EBC,00215150236,Comune di Verona,327.85,327.85,Libr.Conc. IPZS - fatt. 3487/14- pubblicazione avviso di gara,23-AFFIDAMENTO DIRETTO,2014-05-08,2014-05-09,idm1865
73,ZEC10DA6C3,00215150236,Comune di Verona,641.92,641.92,Servizio di distribuzione porta a porta di newsletter Verona Marathon 2014,23-AFFIDAMENTO DIRETTO,2014-09-29,2014-10-03,idm1885
74,ZBE103FD63,00215150236,Comune di Verona,254.40,254.40,FORNITURA TELERIE E MERCERIE - FILOFORT,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-07-23,2014-12-09,idm1911
75,ZC1109FE97,00215150236,Comune di Verona,515.90,515.90,Fornitura materiale didattico asili nido - posizione 4,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-12-17,2014-12-17,idm1958
76,Z8C10191FB,00215150236,Comune di Verona,200.00,200.00,trasporto sedie,23-AFFIDAMENTO DIRETTO,2014-07-10,2014-11-11,idm1978
77,535130763B,00215150236,Comune di Verona,2060.00,2060.00,modelli di animali per attività didattiche,23-AFFIDAMENTO DIRETTO,2013-10-22,2014-04-23,idm1998
78,4765265513,00215150236,Comune di Verona,652.89,652.89,Affidamento fornitura di materiale conservativo idoneo per l'archiviazione di materiale fotografico alla ditta &quot;La Fototeca s.a.s&quot;.,23-AFFIDAMENTO DIRETTO,2012-12-05,2013-01-29,idm2018
79,4780924F47,00215150236,Comune di Verona,39900.00,39895.80,"Affidamento fornitura riviste italiane e straniere alla ditta Licosa Libreria Concessionaria Sansoni S.p.A. impegno di spesa di euro 39.900,00 IVA compresa",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2012-12-11,2014-12-03,idm2041
80,Z1F08DFF64,00215150236,Comune di Verona,12272.28,12272.28,Rinnovo licenze oracle,23-AFFIDAMENTO DIRETTO,2013-03-01,2014-02-27,idm2067
81,47907403B6,00215150236,Comune di Verona,2797.51,2769.38,Affidamento fornitura materiali per ufficio non forniti dal Settore Economato necessari per il normale funzionamento della Biblioteca Civica alla ditta Tidiesse S.r.l.,23-AFFIDAMENTO DIRETTO,2012-12-13,2014-11-20,idm2087
82,4822919EA6,00215150236,Comune di Verona,3510.00,3510.00,FORNITURA LAMIERE PER ELEZIONI 2013,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2012-12-20,2013-02-04,idm2107
83,Z2C0B34CBD,00215150236,Comune di Verona,1200.00,1200.00,Affidamento di servizi finalizzati all'ottenimento della certificazione delle prestazioni energetica con protocollo CasaClima,23-AFFIDAMENTO DIRETTO,2013-09-10,,idm2139
84,Z3B0D47D9A,00215150236,Comune di Verona,12000.00,12000.00,"Servizio di creazione, ideazione, sviluppo e riorganizzazione del sistema di prenotazione on line dei matrimoni e del portale internet di Sposami a Verona",23-AFFIDAMENTO DIRETTO,2014-01-21,2015-12-31,idm2158
85,53938444E0,00215150236,Comune di Verona,114000.00,114000.24,ASSISTENZA E AGGIORNAMENTO IRIDE 2014 - 2015- 2016,23-AFFIDAMENTO DIRETTO,2014-01-01,2016-12-31,idm2178
86,Z790DDD8EE,00215150236,Comune di Verona,2704.00,2704.00,AFFIDAMENTO DELLA FORNITURA DI DUE FUSTI DA LT 208 DI OLIO MOTORE CASTROL 5W30 EDGE PER L'OFFICINA COMUNALE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-02-27,2014-03-31,idm2198
87,ZB10E6F7D0,00215150236,Comune di Verona,500.00,500.00,Affidamento corso di formazione di primo soccorso per volontari di Servizio Civile Nazionale,23-AFFIDAMENTO DIRETTO,2014-05-29,2014-05-30,idm2224
88,Z230CC8B86,00215150236,Comune di Verona,1459.75,1459.72,Fornitura materiale di cancelleria didattica per gli asili nido comunali Anno Educativo 2013/2014 - Lotto 3,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-04-24,2014-04-30,idm2247
89,Z260EAC340,00215150236,Comune di Verona,487.00,487.00,Servizio di tinteggiatura dei pannelli espositivi per mostra al CIF,23-AFFIDAMENTO DIRETTO,2014-04-10,2014-05-14,idm2270
90,ZF70F2FFB4,00215150236,Comune di Verona,2500.00,2500.00,"servizio distribuzione n. 120.000 depliant con il programma dell’Estate Teatrale Veronese 2014, 10.000 depliant con il programma degli spettacoli che si svolgeranno al Teatro Camploy e 20.000 volantini",23-AFFIDAMENTO DIRETTO,2014-05-27,2014-08-15,idm2296
91,Z200F9DB9F,00215150236,Comune di Verona,1800.00,1799.92,Inserzioni pubblicitarie su Corriere del Veneto e Corriere di Verona per Estate Teatrale Veronese 2014,23-AFFIDAMENTO DIRETTO,2014-06-13,2014-08-16,idm2316
92,Z9F2683646,00215150236,Comune di Verona,460.50,460.50,FORNITURA DI ARREDI MORBIDI PER ASILI NIDO,23-AFFIDAMENTO DIRETTO,2018-12-28,2019-04-24,idm2336
93,Z93109E863,00215150236,Comune di Verona,11885.24,11885.24,Servizio di affidamento incarico per &quot;Società guida&quot; degli impianti sportivi in gestione alla Circoscrizione 8^,23-AFFIDAMENTO DIRETTO,2014-09-15,2015-06-30,idm2356
94,5814436061,00215150236,Comune di Verona,155000.00,143910.00,Servizi di Affidamento di Minori e Giovani,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-07-01,2015-06-30,idm2376
95,Z841ODC0A8,00215150236,Comune di Verona,749.45,749.45,FORNITURA ARGENTINE E MUTANDINE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-09-22,2014-12-09,idm2396
96,Z6B10191E9,00215150236,Comune di Verona,200.00,200.00,trasporto pedane,23-AFFIDAMENTO DIRETTO,2014-07-10,2014-11-11,idm2431
97,4772440612,00215150236,Comune di Verona,620.00,620.00,Abbonamento triennale al sito specialistico notifiche,23-AFFIDAMENTO DIRETTO,2013-01-01,2015-12-31,idm2451
98,47129376A4,00215150236,Comune di Verona,376.00,366.80,ACQUISTO 65000 ETICHETTE E CORRISPONDENTE RIBON PER STAMPANTE ZEBRA,23-AFFIDAMENTO DIRETTO,2012-12-13,2012-12-31,idm2471
99,47926614F8,00215150236,Comune di Verona,500.00,495.87,fogli auto incollanti per stampati a un colore nero cordonati e con tre strisce di biadesivo,23-AFFIDAMENTO DIRETTO,2013-01-14,2013-02-21,idm2491
100,ZA70AC1F28,00215150236,Comune di Verona,495.80,495.80,FORNITURA DI ETICHETTE E RELATIVI NASTRI CARBOGRAFICI,23-AFFIDAMENTO DIRETTO,2013-08-02,2013-08-08,idm2511
101,Z5B079563F,00215150236,Comune di Verona,200.00,200.00,interventi di manutenzione urgente apparati multimediali Casa di Giulietta novembre 2012,23-AFFIDAMENTO DIRETTO,2012-12-17,2012-12-18,idm2531
102,Z6A07BBA2E,00215150236,Comune di Verona,400.00,570.00,noleggio apparati multimediali mostra Dall'Oca Bianca,23-AFFIDAMENTO DIRETTO,2012-12-17,2013-05-19,idm2551
103,ZD6120A1EB,00215150236,Comune di Verona,409.84,403.94,FORNITURA DI MATERIALE DI GENERI DIVERSI PER LA PROTEZIONE CIVILE: FORNITURA DI GENERI ALIMENTARI.,23-AFFIDAMENTO DIRETTO,2014-12-02,2014-12-02,idm2577
104,ZE70DB4163,00215150236,Comune di Verona,340.00,340.00,Servizio di stampa cartoline informative per ufficio matrimoni e nascite,23-AFFIDAMENTO DIRETTO,2014-02-07,2014-02-12,idm2597
105,53938688AD,00215150236,Comune di Verona,85500.00,85500.00,ASSISTENZA E AGGIORNAMENTO AEDELIS 2014 - 2015 - 2016,23-AFFIDAMENTO DIRETTO,2014-01-01,2016-12-31,idm2617
106,ZA70E45D57,00215150236,Comune di Verona,137.92,137.92,Fornitura cassettine portavalori e cartucce ricambio penne Parker,23-AFFIDAMENTO DIRETTO,2014-03-18,2014-03-19,idm2637
107,Z8C0EAC445,00215150236,Comune di Verona,13850.00,13664.00,Servizio di vigilanza e custodia per mostra di Fotografia al CIF,23-AFFIDAMENTO DIRETTO,2014-04-07,2014-10-10,idm2657
108,Z460E6F08B,00215150236,Comune di Verona,4792.08,4757.20,GARA 17/2014 - SERVIZI DI RILEGATURA DAL 21/05/2014 AL 20/06/2016,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-05-21,2016-08-04,idm2683
109,Z1E0F3000B,00215150236,Comune di Verona,1750.00,1750.00,"servizio di realizzazione e posa in opera, per mesi sei, di un cartello monofacciale della misura di m. 2.00 di base per m. 3.00 di altezza situato in Piazzale XXV Aprile – Stazione Ferroviaria, con la programmazione dell’Estate Teatrale Veronese",23-AFFIDAMENTO DIRETTO,2014-05-27,2014-08-15,idm2721
110,2850574015,00215150236,Comune di Verona,258371.25,289576.41,"CIPE2010 - SCUOLA PRIMARIA L. ARIOSTO - VIA IPPOGRIFO - CIRCOSCRIZIONE 5^ - INTERVENTI URGENTI MESSA IN SICUREZZA, PREVENZIONE E RIDUZIONE
RISCHIO CONNESSO VULNERABILITA' DEGLI
ELEMENTI, ANCHE NON STRUTTURALI, DEGLI
EDIFICI SCOLASTICI - INTERV. 16",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2014-01-14,2014-07-13,idm2741
111,ZBF0F1F59C,00215150236,Comune di Verona,1300.00,1300.00,P4ITS Verona Meeting  11 -12 giugno 2014 servizio catering  per 20 persone,23-AFFIDAMENTO DIRETTO,2014-06-11,2014-07-02,idm2869
112,Z1D0A4405B,00215150236,Comune di Verona,180.00,140.00,Servizio di pubblicità su L’ARENA con la pubblicazione di inserzioni giornaliere sugli spettacoli (tamburini) nella pagina dedicata “Spettacoli” nel mese di giugno per estate teatrale 2013,23-AFFIDAMENTO DIRETTO,2013-06-13,2013-06-30,idm2889
113,Z71107552C,00215150236,Comune di Verona,2525.00,2442.50,Servizio di assistenza tecnica presso l'Auditorium della Gran Guardia per A/A 2014/15 UTEEP,23-AFFIDAMENTO DIRETTO,2014-08-12,2015-06-10,idm2909
