n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
26,0000000000,00355870221,Comune di Trento,4.13,4.13,CANONE LOCAZIONE,23-AFFIDAMENTO DIRETTO,2020-01-01,2020-12-31,idm558
27,0000000000,00355870221,Comune di Trento,4.13,4.13,CANONE TELEPASS,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm578
28,0000000000,00355870221,Comune di Trento,4.13,4.13,CANONE TELEPASS,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm598
29,0000000000,00355870221,Comune di Trento,4.13,4.13,CANONE TELEPASS,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm618
30,0000000000,00355870221,Comune di Trento,4.13,4.13,CANONE TELEPASS,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm638
31,0000000000,00355870221,Comune di Trento,4.13,4.13,CANONE TELEPASS,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm658
32,0000000000,00355870221,Comune di Trento,4.13,4.13,CANONE TELEPASS,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-24,idm678
33,0000000000,00355870221,Comune di Trento,4.37,.00,fornitura marche da bollo,23-AFFIDAMENTO DIRETTO,2019-10-10,,idm695
34,0000000000,00355870221,Comune di Trento,5.40,5.40,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-02-20,2019-02-20,idm714
35,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-04,2019-02-04,idm734
36,PAT0145655,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2018-12-12,2018-12-12,idm754
37,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-22,2019-02-22,idm774
38,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2018-12-19,2018-12-19,idm794
39,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-25,2019-01-25,idm814
40,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-29,2019-01-29,idm834
41,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-13,2019-02-13,idm854
42,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-04,2019-02-04,idm874
43,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-04,2019-02-04,idm894
44,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-13,2019-02-13,idm914
45,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-13,2019-02-13,idm934
46,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-13,2019-02-13,idm954
47,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2018-12-28,2018-12-28,idm974
48,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-08-22,2019-08-22,idm994
49,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-15,2019-05-15,idm1014
50,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-29,2019-05-29,idm1034
51,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-08-22,2019-08-22,idm1054
52,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-08,2020-01-08,idm1074
53,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-08,2020-01-08,idm1094
54,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-20,2020-01-20,idm1114
55,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-27,2020-01-27,idm1134
56,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-27,2020-01-27,idm1154
57,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-27,2020-01-27,idm1174
58,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-27,2020-01-27,idm1194
59,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-29,2020-01-29,idm1214
60,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-29,2020-01-29,idm1234
61,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-29,2020-01-29,idm1254
62,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-02-24,2020-02-24,idm1274
63,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-02-27,2020-02-27,idm1294
64,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-22,2019-02-22,idm1314
65,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-22,2019-02-22,idm1334
66,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-21,2019-03-21,idm1354
67,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-29,2019-03-29,idm1374
68,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm1394
69,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-15,2019-05-15,idm1414
70,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm1434
71,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm1454
72,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm1474
73,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-15,2019-10-15,idm1494
74,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-15,2019-10-15,idm1514
75,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-29,2019-10-29,idm1534
76,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-14,2020-01-14,idm1554
77,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-14,2020-01-14,idm1574
78,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-14,2020-01-14,idm1594
79,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm1614
80,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-08,2019-10-08,idm1634
81,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-19,2019-03-19,idm1654
82,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-20,2019-03-20,idm1674
83,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-27,2019-03-27,idm1694
84,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-29,2019-03-29,idm1714
85,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-03,2019-05-03,idm1734
86,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-08,2019-10-08,idm1754
87,PAT0156407,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-08,2019-10-08,idm1774
88,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-07-19,2019-07-19,idm1794
89,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-06-10,2019-06-10,idm1814
90,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-06-14,2019-06-14,idm1834
91,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-06-27,2019-06-27,idm1854
92,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-06-27,2019-06-27,idm1874
93,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-07-19,2019-07-19,idm1894
94,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-08,2019-10-08,idm1914
95,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-13,2019-03-13,idm1934
96,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-13,2019-03-13,idm1954
97,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-08-22,2019-08-22,idm1974
98,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-01,2019-03-01,idm1994
99,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-06-27,2019-06-27,idm2014
100,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-07-17,2019-07-17,idm2034
101,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-07-17,2019-07-17,idm2054
102,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-07-19,2019-07-19,idm2074
103,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-04-08,2019-04-08,idm2094
104,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-04-08,2019-04-08,idm2114
105,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-04-18,2019-04-18,idm2134
106,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-04-18,2019-04-18,idm2154
107,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-03,2019-05-03,idm2174
108,PAT0155645,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-09-09,2019-09-09,idm2194
109,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-09-16,2019-09-16,idm2214
110,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-09-18,2019-09-18,idm2234
111,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-09-18,2019-09-18,idm2254
112,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-11,2019-01-11,idm2274
113,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-23,2019-01-23,idm2294
114,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-23,2019-01-23,idm2314
115,0000000000,00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-29,2019-01-29,idm2334
116,80475529FD,00355870221,Comune di Trento,6.00,.00,Concessione del servizio di organizzazione e gestione del Mercatino dei Gaudenti per il periodo 2020 - 2024,01-PROCEDURA APERTA,2020-02-03,,idm2354
117,0000000000,00355870221,Comune di Trento,6.50,6.50,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2020-01-23,2020-01-23,idm2373
118,0000000000,00355870221,Comune di Trento,6.50,6.50,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2020-01-23,2020-01-23,idm2393
119,0000000000,00355870221,Comune di Trento,6.50,6.50,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-10-29,2019-10-29,idm2413
120,0000000000,00355870221,Comune di Trento,6.50,6.50,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-02-06,2019-02-06,idm2433
121,0000000000,00355870221,Comune di Trento,6.50,6.50,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-02-14,2019-02-14,idm2453
122,0000000000,00355870221,Comune di Trento,6.50,6.50,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-02-26,2019-02-26,idm2473
123,0000000000,00355870221,Comune di Trento,6.80,6.80,Spedizione di atti giudiziari,23-AFFIDAMENTO DIRETTO,2020-01-16,2020-01-16,idm2493
124,ZE626DC37B,00355870221,Comune di Trento,6.93,6.93,FORNITURA GUANTI ANTITAGLIO PER STAMPERIA,23-AFFIDAMENTO DIRETTO,2019-01-24,2019-03-21,idm2513
125,0000000000,00355870221,Comune di Trento,7.30,7.30,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-19,2019-03-19,idm2533
126,0000000000,00355870221,Comune di Trento,7.30,7.30,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-11-04,2019-11-04,idm2553
127,0000000000,00355870221,Comune di Trento,7.95,7.95,Spedizione di atti giudiziari,23-AFFIDAMENTO DIRETTO,2020-01-15,2020-01-15,idm2573
128,0000000000,00355870221,Comune di Trento,8.26,8.26,acquisto acqua minerale per la scuola infanzia Biancaneve,23-AFFIDAMENTO DIRETTO,,,idm2593
129,0000000000,00355870221,Comune di Trento,8.26,8.29,CANONE TELEPASS,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm2611
130,0000000000,00355870221,Comune di Trento,8.40,8.40,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-14,2020-01-14,idm2631
131,0000000000,00355870221,Comune di Trento,8.40,8.40,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-08,2019-10-08,idm2651
132,0000000000,00355870221,Comune di Trento,8.40,8.40,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-04,2019-02-04,idm2671
133,0000000000,00355870221,Comune di Trento,8.40,8.40,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-13,2019-03-13,idm2691
134,0000000000,00355870221,Comune di Trento,8.40,8.40,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-08,2019-10-08,idm2711
135,0000000000,00355870221,Comune di Trento,8.40,8.40,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-22,2019-02-22,idm2731
136,Z382A17217,00355870221,Comune di Trento,8.61,8.61,acquisto acqua minerale per la scuola infanzia di Meano,23-AFFIDAMENTO DIRETTO,,,idm2751
137,0000000000,00355870221,Comune di Trento,8.85,8.85,Spedizione di assicurata AR,23-AFFIDAMENTO DIRETTO,2019-05-16,2019-05-16,idm2769
138,0000000000,00355870221,Comune di Trento,9.00,9.00,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-02-27,2019-02-27,idm2789
139,0000000000,00355870221,Comune di Trento,9.00,9.00,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-10-09,2019-10-09,idm2809
140,0000000000,00355870221,Comune di Trento,9.67,9.67,PEDAGGI AUTOSTRADALI,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm2829
141,0000000000,00355870221,Comune di Trento,9.72,9.72,Contrassegno a mezzo c/c postale,23-AFFIDAMENTO DIRETTO,2019-04-01,2019-04-01,idm2849
142,0000000000,00355870221,Comune di Trento,9.95,9.95,Spedizione di assicurata AR,23-AFFIDAMENTO DIRETTO,2018-12-13,2018-12-13,idm2869
143,0000000000,00355870221,Comune di Trento,10.00,10.00,Acquisto marche da bollo,23-AFFIDAMENTO DIRETTO,2018-12-19,2018-12-19,idm2889
144,0000000000,00355870221,Comune di Trento,10.00,10.00,Acquisto marche da bollo,23-AFFIDAMENTO DIRETTO,2018-12-12,2018-12-12,idm2909
145,0000000000,00355870221,Comune di Trento,10.00,10.00,Acquisto marche da bollo,23-AFFIDAMENTO DIRETTO,2019-01-25,2019-01-25,idm2929
146,0000000000,00355870221,Comune di Trento,10.10,10.10,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-01-23,2019-01-23,idm2949
147,0000000000,00355870221,Comune di Trento,10.32,10.32,Contrassegno a mezzo c/c postale,23-AFFIDAMENTO DIRETTO,2019-01-09,2019-01-09,idm2969
148,0000000000,00355870221,Comune di Trento,10.32,10.32,Contrassegno a mezzo c/c postale,23-AFFIDAMENTO DIRETTO,2019-01-11,2019-01-11,idm2989
149,0000000000,00355870221,Comune di Trento,11.00,11.00,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-10-09,2019-10-09,idm3009
150,0000000000,00355870221,Comune di Trento,11.38,11.38,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-23,2019-01-23,idm3029
151,0000000000,00355870221,Comune di Trento,11.42,11.42,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-11-18,2019-11-18,idm3049
152,Z5F2A6C79C,00355870221,Comune di Trento,11.46,11.44,ACQUISTO VASINI IN PLASTICA PER NIDO D'INFANZIA SOLTERI,23-AFFIDAMENTO DIRETTO,,,idm3069
153,0000000000,00355870221,Comune di Trento,11.58,11.58,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-10-09,2019-10-09,idm3087
154,0000000000,00355870221,Comune di Trento,12.50,12.50,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2020-01-09,2020-01-09,idm3107
155,0000000000,00355870221,Comune di Trento,12.50,12.50,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm3127
156,0000000000,00355870221,Comune di Trento,12.50,12.50,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm3147
157,0000000000,00355870221,Comune di Trento,12.50,12.50,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm3167
158,0000000000,00355870221,Comune di Trento,12.50,12.50,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm3187
159,0000000000,00355870221,Comune di Trento,12.50,12.50,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm3207
160,0000000000,00355870221,Comune di Trento,12.50,12.50,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm3227
161,0000000000,00355870221,Comune di Trento,12.50,12.50,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-11-11,2019-11-11,idm3247
162,0000000000,00355870221,Comune di Trento,12.50,12.50,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-10-28,2019-10-28,idm3267
163,0000000000,00355870221,Comune di Trento,12.50,12.50,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13,2019-05-13,idm3287
