n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
13,Z560F29A76,00389240219,Comune di Bolzano - 4.0.2. Servizio Scuole dell'Infanzia,1221.49,1221.49,procedura negoziata per l'affidamento della fornitura di vasellame per le scuole dell'infanzia del Comune di Bolzano,23-AFFIDAMENTO DIRETTO,2014-07-04,2014-08-03,idm398
14,5819500352,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,139931.07,132189.79,Ampliamento ed adeguamento antincendio archivi Anagrafe del Comune di Bolzano,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-10-21,2015-11-25,idm418
15,57071411BE,00389240219,Comune di Bolzano - 8.1 - Ufficio Patrimonio,755921.09,621590.06,PROCEDURA APERTA PER L’AFFIDAMENTO DEL SERVIZIO DI VIGILANZA PER DIVERSI IMMOBILI DI PROPRIETÀ COMUNALE,01-PROCEDURA APERTA,2014-11-01,2017-10-31,idm466
16,5909695297,00389240219,Comune di Bolzano - 8.1 - Ufficio Patrimonio,2181620.00,2441113.00,Fornitura gas naturale,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2014-10-01,2016-11-19,idm486
17,56705004A1,00389240219,Comune di Bolzano - 8.1 - Ufficio Patrimonio,1300000.00,1427889.46,Fornitura di gas naturale per gli immobili del Comune di Bolzano,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm506
18,5524266085,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,3638284.38,25007.80,RISTRUTTURAZIONE UFFICI E REALIZZAZIONE DEI NUOVI SPOGLIATOI E DEL NUCLEO ALZHEIMER PRESSO LA CASA DI RIPOSO DON BOSCO,01-PROCEDURA APERTA,2015-04-02,2017-05-25,idm524
19,Z4810E67D5,00389240219,Comune di Bolzano - 1.1 - Ufficio Personale,7999.00,4142.86,PROCEDURA NEGOZIATA DI COTTIMO FIDUCIARIO PRELAVORAZIONE DELLE SPEDIZIONI DI POSTATARGET A FAVORE DEL COMUNE DI BOLZANO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2015-01-27,2019-12-31,idm617
20,611243199F,00389240219,Comune di Bolzano - 8.1 - Ufficio Patrimonio,2629080.00,587384.37,Fornitura gas naturale,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm643
21,6117767D06,00389240219,Comune di Bolzano - 5.2 - Ufficio Mobilità,51523.54,67188.16,lavori di manutenzione straordinaria segnaletica stradale orizzontale 2015,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm661
22,61177059DD,00389240219,Comune di Bolzano - 5.2 - Ufficio Mobilità,33350.00,33008.68,Interventi con segnaletica stradale orizzontale e verticale 2015,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-06-26,2016-04-19,idm694
23,ZC2141B0D6,00389240219,Comune di Bolzano - 2.3 - Ufficio partecipazione e decentramento,300.00,0.00,"materiale promozionale per la ""Festa di primavera""",23-AFFIDAMENTO DIRETTO,,,idm720
24,5830547F94,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,343989.89,435829.18,"PROGETTO SINFONIA - RIQUALIFICAZIONE ENERGETICA DEL COMPLESSO DI EDILIZIA ABITATIVA IN VIA PASSEGGIATA DEI CASTANI - GARA DI SERVIZI PER L’ASSEGNAZIONE DI UN INCARICO DI PROGETTAZIONE, DIREZIONE LAVORI,  COORDINAMENTO DELLA SICUREZZA",01-PROCEDURA APERTA,2015-06-10,2016-06-30,idm738
25,Z101C1B221,00389240219,Comune di Bolzano - 5.2 - Ufficio Mobilità,844.00,0.00,tubi led 120 cm e lampadina led 30w,23-AFFIDAMENTO DIRETTO,,,idm862
26,5918112484,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,113680.00,120931.87,Concorso di progettazione: affidamento della progettazione preliminare e definitiva per la riqualificazione energetica del complesso di edilizia abitativa di Via Parmao,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-08-03,2015-12-11,idm880
27,6052450FBA,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,141868.00,207993.51,Concorso di progettazione: affidamento della progettazione preliminare e definitiva per la riqualificazione energetica del complesso di edilizia abitativa di Via Aslago,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-07-15,2016-06-30,idm934
28,53835917D4,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,91332.97,98242.91,"GARA PER L’AFFIDAMENTO DEI SERVIZI: PROGETTAZIONE, DIREZIONE LAVORI, COORDINAMENTO SICUREZZA - SCUOLA ELEMENTARE “MARTIN LUTHER KING” RISTRUTTURAZIONE PIANO SEMINTERRATO",01-PROCEDURA APERTA,2015-12-18,,idm976
29,5486166F63,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,104638.53,96892.31,"GARA PER L’AFFIDAMENTO DEI SERVIZI: PROGETTAZIONE, DIREZIONE LAVORI, COORDINAMENTO SICUREZZA PER LA REALIZZAZIONE DI UN FABBRICATO A DUE PIANI PER LOCULI  PER FERETRI E OSSARIETTI PRESSO CIMITERO CIVICO DI VIA MASO DELLA PIEVE, 7",01-PROCEDURA APERTA,2015-08-28,2016-09-28,idm1239
30,Z5214D655B,00389240219,Comune di Bolzano - 4.0.1 - Servizio farmaceutico comunale,28500.00,6644.21,Procedura negoziata per l'affidamento del servizio di noleggio e manutenzione di misuratori fiscali presso le farmacie comunali del comune di bolzano,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2015-09-01,2021-08-30,idm1426
31,63197728D4,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,11994.75,7406.76,"PROGETTO SINFONIA - RIQUALIFICAZIONE ENERGETICA DEL COMPLESSO DI EDILIZIA ABITATIVA IN VIA PASSEGGIATA DEI CASTANI - GARA DI SERVIZI PER L'ASSEGNAZIONE DI UN INCARICO DI VERIFICA DELLA PROGETTAZIONE PRELIMINARE, DEFINITIVA ED ESECUTIVA",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-10-09,2016-07-31,idm1452
32,63184505E2,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,12060.05,12542.45,"PROGETTO SINFONIA - RIQUALIFICAZIONE ENERGETICA DEL COMPLESSO DI EDILIZIA ABITATIVA DI VIA PARMA 63-65-67-69-71-73-75 - GARA DI SERVIZI PER L'ASSEGNAZIONE DI UN INCARICO DI VERIFICA DELLA PROGETTAZIONE PRELIMINARE, DEFINITIVA ED ESECUTIVA",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-10-30,2016-07-15,idm1505
33,630580748D,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,35996.19,37436.03,"Affidamento del servizio di coordinamento della sicurezza in fase esecutiva, misura e contabilità lavori - RISANAMENTO E RISTRUTTURAZIONE SPOGLIATOI PRESSO LIDO DI VIALE TRIESTE",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-10-08,2017-01-30,idm1543
34,5761286B99,00389240219,Comune di Bolzano - Corpo di Polizia Municipale,107340.00,123018.04,Noleggio autoveicoli,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2014-11-19,2018-11-18,idm1575
35,Z8A15CF563,00389240219,Comune di Bolzano - 5.2 - Ufficio Mobilità,599.00,0.00,PALLONCINI,23-AFFIDAMENTO DIRETTO,,,idm1595
36,6005142FEE,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,921889.00,920591.10,Risanamento e ristrutturazione del corpo di fabbrica ubicato lungo il lato Nord-Ovest dello stabilimento balneare di Viale Trieste n. 21 - arredi,01-PROCEDURA APERTA,2015-10-08,2017-01-30,idm1613
37,6172431332,00389240219,Comune di Bolzano - 7.4 - Ufficio Biblioteche,31500.00,52554.56,Fornitura di libri ed altri media in lingua italiana per le Biblioteche succursali del Comune di Bolzano nell’anno 2015,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm1636
38,Z4716CB6A0,00389240219,Comune di Bolzano - 8.0.1 - Servizio Sport,685.00,650.00,Fornitura di materiale tipografico – bollini squash,23-AFFIDAMENTO DIRETTO,,,idm1666
39,6354346C31,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,145000.00,138269.98,Conclusione di un accordo quadro inerente i lavori di manutenzione delle strade di montagna,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2016-09-15,,idm1684
40,6172384C66,00389240219,Comune di Bolzano - 7.4 - Ufficio Biblioteche,36000.00,46529.69,Fornitura di libri ed altri media in lingua tedesca per le Biblioteche del Comune di Bolzano nell’anno 2015,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm1745
41,64011289EC,00389240219,Comune di Bolzano - 8.1 - Ufficio Patrimonio,1008086.40,841370.72,fornitura di calore,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-12-01,,idm1778
42,637039476D,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,120503.50,74442.11,RISTRUTTURAZIONE DI ALCUNI LOCALI ADIBITI AD UFFICI UBICATI AL PRIMO PIANO DEL BOCCIODROMO DI VIALE TRIESTE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2016-02-22,2016-10-10,idm1797
43,ZB81715718,00389240219,Comune di Bolzano - 2.3 - Ufficio partecipazione e decentramento,5345.00,8623.00,AFFISSIONE LUMINARIE NATALIZIE per alcune vie della Città di Bolzano,23-AFFIDAMENTO DIRETTO,,,idm1832
44,641104842C,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,57051.97,56398.29,Manutenzione straordinaria: intervento di consolidamento strada del 'Virgolo',08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2016-04-26,2016-05-20,idm1850
45,ZA71715479,00389240219,Comune di Bolzano - 2.3 - Ufficio partecipazione e decentramento,21500.00,23139.00,Affissione luminarie natalizie 2015 - Affidamento alla Ditta Endrizzi Renato,23-AFFIDAMENTO DIRETTO,,,idm1885
46,6384849014,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,263871.81,140456.76,Interventi di manutenzione straordinaria dell'edificio comunale p.ed. 279 in C.C. Gries adibito a Uffici della Giardineria sito in via Rio Molino n. 22,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-02-15,2016-05-30,idm1903
47,6197593F85,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,1477276.14,1298648.70,Riqualificazione del campo di atletica leggera di via S.Geltrude a Bolzano.,01-PROCEDURA APERTA,2016-05-02,,idm1938
48,6057935E18,00389240219,Comune di Bolzano - 4 - Ripartizione Servizi alla Comunità Locale,14963685.00,10197707.24,Procedura aperta per l'affidamento della gestione del servizio di ristorazione scolastica del Comune di Bolzano,01-PROCEDURA APERTA,2015-11-17,2021-07-25,idm2014
49,ZA508E45D3,00389240219,Comune di Bolzano - 4.0.2. Servizio Scuole dell'Infanzia,10800.00,9793.38,procedura negoziata per l'affidamento del servizio di noleggio ed affilatura coltelli per le scuole dell'infanzia del Comune di Bolzano,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2013-04-16,2016-04-15,idm2070
50,Z2A14BB303,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,6571.08,0.00,"Progetto opere di ristrutturazione, restauro ed ampliamento della scuola materna Dante Alighieri. Integrazione incarico alla Società ENNEQUADRO ENGINEERING SRL di Bolzano per la verifica delle fasi di progettazione.",23-AFFIDAMENTO DIRETTO,2015-06-09,,idm2096
51,X741593867,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,12.96,12.96,CANCELLERIA,23-AFFIDAMENTO DIRETTO,,,idm2115
52,Z0916BF378,00389240219,Comune di Bolzano - 4.3 - Ufficio servizi funerari e cimiteriali - Sanità,530.00,0.00,Svolgimento pratiche funerarie – Ditta Tavernini,23-AFFIDAMENTO DIRETTO,,,idm2133
53,Z6509C74E6,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,12000.00,14974.17,"Progetto opere di ristrutturazione, restauro ed ampliamento della scuola materna Dante Alighieri. Affidamento incarico alla Società ENNEQUADRO ENGINEERING SRL per la verifica delle fasi di progettazioneo come previsto dalle disposizioni normati",23-AFFIDAMENTO DIRETTO,2013-05-27,,idm2151
54,X531593855,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,60.00,60.00,CARTA PLOTTER,23-AFFIDAMENTO DIRETTO,,,idm2170
55,XA31599385,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,465.82,0.00,CANCELLERIA,23-AFFIDAMENTO DIRETTO,,,idm2188
56,X0911B18CB,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,6252.00,6251.99,ACQUISTO ARREDAMENTO PER LO SPORTELLO PRATICHE EDILIZIE PRESSO L'URBANISTICA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm2206
57,ZC411B95B6,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,8798.00,2811.75,Servizio di manutenzione delle apparecchiature Extreme Networks,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm2236
58,X201329B34,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,210.00,210.00,Acquisto schede magnetiche per la Biblioteca Civica,23-AFFIDAMENTO DIRETTO,,,idm2254
59,Z0C12F13BA,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,18600.00,10480.00,Servizio di assistenza e supporto per avviamento sistema protocollo J-Iride,23-AFFIDAMENTO DIRETTO,,,idm2272
60,ZD31189A0C,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,30000.00,20000.00,Contratto triennale accesso alla libreria immagini BlomURBEX,23-AFFIDAMENTO DIRETTO,,,idm2290
61,X7F144AESC,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,1154.71,0.00,ATTREZZI D'UFFICIO,23-AFFIDAMENTO DIRETTO,,,idm2308
62,X7816C98B1,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,228.00,228.00,CANCELLERIA,23-AFFIDAMENTO DIRETTO,,,idm2326
63,ZBF15558C6,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,24200.00,7293.71,"Affidamento del servizio di trasloco, movimentazione interna di arredi e materiale vario d'ufficio, nonchè conferimento beni agli impianti di trattamento per gli Uffici Comunali per il periodo di 4 mesi",23-AFFIDAMENTO DIRETTO,,,idm2344
64,XA0144AE3E,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,1025.00,1025.00,OCCHIELLI MARCHIATI PER CARTE D' IDENTITÀ,23-AFFIDAMENTO DIRETTO,,,idm2362
65,63632564F7,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,81682.58,26384.78,"OPERE DI RISTRUTTURAZIONE, RESTAURO ED AMPLIAMENTO DELLA SCUOLA MATERNA ""DANTE ALIGHIERI"" IN VIA CLAUDIA AUGUSTA N. 38 - INTEGRAZIONE INCARICO DI PROGETTAZIONE AL RAGGRUPPAMENTO TEMPORANEO ARCH. ROBERTA SPRINGHETTI (CAPOGRUPPO)/STUDIO ASSOCIATOCO",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-09-29,,idm2380
66,Z481538A46,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,792.00,0.00,Spostamento pali luce passerella Talvera,23-AFFIDAMENTO DIRETTO,,,idm2429
67,0000000000,00389240219,Comune di Bolzano - 4.4 - Ufficio Scuola e del Tempo Libero,178.00,178.00,MANUTENZIONE ATTREZZATURE DIVERSE PER ALCUNE MENSE SCOLASTICHE,23-AFFIDAMENTO DIRETTO,2014-11-06,2014-11-26,idm2447
68,Z7A0EFEC08,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,6500.00,3245.25,Fornitura di carburante per autotrazione con consegna a domicilio a mezzo Convenzione CONSIP Carburanti Extrarete e Gasolio da riscaldamento ed.8 - Lotto 2,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm2467
69,X5B16C98B8,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,720.00,0.00,CANCELLERIA,23-AFFIDAMENTO DIRETTO,,,idm2485
70,6295890CC6,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,109836.06,74207.87,Incarico per linee trasmissione dati convenzione SPC anni 2015 - 2017,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm2503
71,Z1412227D2,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,36885.24,14332.98,Servizio connettività internet anno 2015,23-AFFIDAMENTO DIRETTO,,,idm2521
72,X6B11B18BC,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,2466.00,2466.00,FORNITURA DI UN GAZEBO PER IL QUARTIERE DON BOSCO DEL COMUNE DI BOLZANO,23-AFFIDAMENTO DIRETTO,2014-12-17,,idm2539
73,X151329B34,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,864.00,864.00,Fornitura 2 carrelli metallici per uff. servizio Museali del Comune di Bolzano,23-AFFIDAMENTO DIRETTO,,,idm2558
74,Z4E11B77DE,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,19680.00,15960.00,Manutenzione della centrale telefonica Ericsson MD110 del Comune di Bolzano,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm2576
75,Z0A1428AE9,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,6000.00,3127.69,Fresatura e asfaltatura di tratti di via Catinaccio,23-AFFIDAMENTO DIRETTO,,,idm2594
76,XC41593865,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,720.00,0.00,CANCELLERIA,23-AFFIDAMENTO DIRETTO,,,idm2612
77,X5D12DC4AB,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,916.00,916.00,CANCELLERIA,23-AFFIDAMENTO DIRETTO,,,idm2630
78,X7F144AE2C,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,7924.34,7924.34,CANCELLERIA,23-AFFIDAMENTO DIRETTO,,,idm2648
79,Z931150A9C,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,2382.00,2382.00,Assistenza software gestione cimiteriale anno 2015,23-AFFIDAMENTO DIRETTO,,,idm2666
80,63289037F8,00389240219,Comune di Bolzano - 8.0.1 - Servizio Sport,670000.01,428055.53,"concessione dei servizi di gestione di impianto sportivo comunale ""Paola Mazzali"", p.ed 3362 in CC Gries",03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,2016-01-01,2021-12-31,idm2684
81,XA212DC4A3,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,802.00,802.00,TONER PER PLOTTER,23-AFFIDAMENTO DIRETTO,,,idm2704
82,ZDA16EF886,00389240219,Comune di Bolzano - 4.3 - Ufficio servizi funerari e cimiteriali - Sanità,508.00,0.00,Svolgimento pratiche funerarie – Ditta Larcher,23-AFFIDAMENTO DIRETTO,2015-11-09,2015-11-09,idm2722
83,X3A144AE35,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,238.00,0.00,CARTUCCIA PER UFFICIO SPEDIZIONI,23-AFFIDAMENTO DIRETTO,,,idm2742
84,Z0C1307C8A,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,3694.73,2958.73,Collegamenti alla rete comunale Casa di Riposo Villa Armonia di viale Trento,23-AFFIDAMENTO DIRETTO,,,idm2760
85,X62144AE33,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,140.00,140.00,CARTA PATINATA,23-AFFIDAMENTO DIRETTO,,,idm2778
86,Z0B1339287,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,16000.00,16000.00,Progetto Porting Wildfly e integrazione J-Iride,23-AFFIDAMENTO DIRETTO,,,idm2796
87,X441329B20,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,1885.00,1785.00,Affidamento alla Tipografia La Bodoniana Sas della fornitura di menù e manifesti per le refezioni scolastiche,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm2814
88,ZC2172AE03,00389240219,Comune di Bolzano - 6 - Ripartizione Lavori Pubblici,35000.00,10500.00,Aggiornamento piano Protezione civile,23-AFFIDAMENTO DIRETTO,,,idm2838
89,X6F148B53C,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,850.00,850.00,Acquisto buste 11x22 con finestra,23-AFFIDAMENTO DIRETTO,,,idm2856
90,Z2613A16B8,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,725.00,725.00,Contratto per manutenzione su GPS Leica Zeno,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm2874
91,ZE7133749A,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,2295.08,0.00,P,23-AFFIDAMENTO DIRETTO,,,idm2892
92,X7015B4FA4,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,5280.00,229.90,"Servizio di pulizia ordinario dei locali in via Weggenstein, 6 a disposizione degli agenti accertatori Servizi Demografici - periodo 01.10.2015 - 30.09.2017",23-AFFIDAMENTO DIRETTO,,,idm2910
93,XDA144AE30,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,298.80,275.01,RILEGATURE,23-AFFIDAMENTO DIRETTO,,,idm2928
94,X57144AE2D,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,938.18,601.46,MANUTENZIONE ATTREZZATURE,23-AFFIDAMENTO DIRETTO,,,idm2946
95,6434203847,00389240219,Comune di Bolzano - 2.3 - Ufficio partecipazione e decentramento,166169.86,154302.97,installazione e noleggio illuminazioni natalizie,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm2964
96,57061900F4,00389240219,Comune di Bolzano - 8.0.1 - Servizio Sport,1278000.00,1065000.00,Concessione di gestione piscina A. Pircher Bolzano,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2014-09-01,2020-08-31,idm2982
97,Z26183D1B9,00389240219,Comune di Bolzano - 7 - Ripartizione Servizi Culturali,916.80,0.00,Rilegature di alcune annate di riviste e quotidiani della biblioteca del Museo civico,23-AFFIDAMENTO DIRETTO,,,idm3011
98,X97148B53B,00389240219,Comune di Bolzano - 3.4 - Ufficio Economato e Provveditorato,838.00,838.00,Acquisto blocchi per Ufficio Ambiente,23-AFFIDAMENTO DIRETTO,,,idm3029
99,Z6A17B6078,00389240219,Comune di Bolzano - 2.2 - Ufficio Informatica e Telecomunicazioni,203.01,171.60,Servizio di mantenimento domini internet anno 2016,23-AFFIDAMENTO DIRETTO,,,idm3047
100,Z5E116E78A,00389240219,Comune di Bolzano - 8.0.1 - Servizio Sport,29750.00,25375.00,"Sub concessione dei servizi di gestione dell'impianto sportivo di Softball, prati del Talvera, Bolzano",23-AFFIDAMENTO DIRETTO,,,idm3065
