n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
54,Z4024CA9A6,02030880153,COMUNE DI MONZA,343.39,0.00,,23-AFFIDAMENTO DIRETTO,2018-09-11,2018-09-18,idm704
55,ZD9253721E,02030880153,COMUNE DI MONZA,3111.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-10-09,2018-10-22,idm718
56,Z3E23E7588,02030880153,COMUNE DI MONZA,135.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-10-17,2018-10-19,idm732
57,ZCE2556622,02030880153,COMUNE DI MONZA,1130.02,0.00,,23-AFFIDAMENTO DIRETTO,2018-10-16,2018-10-20,idm746
58,5975413ACA,02030880153,COMUNE DI MONZA,22932.00,444501.92,,01-PROCEDURA APERTA,2019-01-01,2019-01-31,idm760
59,Z59264D05C,02030880153,COMUNE DI MONZA,761.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-22,2019-01-22,idm774
60,Z5325FFE4B,02030880153,COMUNE DI MONZA,7500.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-11-28,2018-12-31,idm788
61,Z132602AD0,02030880153,COMUNE DI MONZA,3500.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-11-29,2018-12-31,idm802
62,Z0626530A0,02030880153,COMUNE DI MONZA,28000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,2020-12-31,idm816
63,75681635AD,02030880153,COMUNE DI MONZA,497389.99,0.00,,01-PROCEDURA APERTA,,,idm830
64,Z4F2628067,02030880153,COMUNE DI MONZA,12075.00,0.00,,23-AFFIDAMENTO DIRETTO,,,idm845
65,ZEE264B8CA,02030880153,COMUNE DI MONZA,8000.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-21,2019-10-30,idm869
66,Z1A266DF8A,02030880153,COMUNE DI MONZA,82.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-17,2019-05-16,idm883
67,ZBB26548E6,02030880153,COMUNE DI MONZA,10443.21,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-21,,idm897
68,ZF62631C35,02030880153,COMUNE DI MONZA,5500.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,,idm910
69,51284101D0,02030880153,COMUNE DI MONZA,1220.00,3305.45,,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-01-01,2019-04-30,idm923
70,ZCC260D255,02030880153,COMUNE DI MONZA,1600.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-05,,idm937
71,Z512651BA9,02030880153,COMUNE DI MONZA,4272.50,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-21,,idm950
72,ZDB260CF83,02030880153,COMUNE DI MONZA,4258.18,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-05,2019-07-31,idm963
73,Z24266CAB4,02030880153,COMUNE DI MONZA,2899.60,0.00,,23-AFFIDAMENTO DIRETTO,,,idm977
74,ZFA2641362,02030880153,COMUNE DI MONZA,900.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-04-30,idm995
75,Z6A265499E,02030880153,COMUNE DI MONZA,150.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-04-30,idm1009
76,ZA8263DBF2,02030880153,COMUNE DI MONZA,1000.00,0.00,,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2018-12-17,2018-12-31,idm1023
77,72123668B3,02030880153,COMUNE DI MONZA,1046.00,0.00,,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm1037
78,Z5E2649004,02030880153,COMUNE DI MONZA,10000.00,0.00,,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,2018-12-31,idm1049
79,Z2325E944F,02030880153,COMUNE DI MONZA,417.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,,idm1062
80,Z6325E93E9,02030880153,COMUNE DI MONZA,684.68,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,,idm1075
81,Z0D25E9639,02030880153,COMUNE DI MONZA,362.55,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-13,,idm1088
82,Z1F264D165,02030880153,COMUNE DI MONZA,18550.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-14,,idm1101
83,ZE925E96B1,02030880153,COMUNE DI MONZA,2256.38,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,,idm1114
84,Z7A2637558,02030880153,COMUNE DI MONZA,14420.83,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-11,,idm1127
85,ZD42634411,02030880153,COMUNE DI MONZA,6800.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-21,2018-02-26,idm1140
86,Z6326417C9,02030880153,COMUNE DI MONZA,16950.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-12,,idm1154
87,Z542641B96,02030880153,COMUNE DI MONZA,300.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-04-30,idm1167
88,Z0B26415A3,02030880153,COMUNE DI MONZA,800.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-04-30,idm1181
89,Z832647C93,02030880153,COMUNE DI MONZA,500.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-04-30,idm1195
90,Z87266BE2B,02030880153,COMUNE DI MONZA,16500.00,0.00,,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm1209
91,6877725E34,02030880153,COMUNE DI MONZA,1611.00,0.00,,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm1221
92,ZD82661DA2,02030880153,COMUNE DI MONZA,18685.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-03,2019-06-03,idm1233
93,ZAE25933F0,02030880153,COMUNE DI MONZA,15510.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-03,2019-04-03,idm1247
94,Z732661ED8,02030880153,COMUNE DI MONZA,6048.37,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-03,2019-06-03,idm1261
95,ZCF2661E26,02030880153,COMUNE DI MONZA,17510.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-03,2019-06-03,idm1275
96,Z5E2661C20,02030880153,COMUNE DI MONZA,22246.27,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-03,2019-06-03,idm1289
97,ZDA2639A01,02030880153,COMUNE DI MONZA,39615.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-04-30,idm1303
98,Z83266E740,02030880153,COMUNE DI MONZA,4984.68,0.00,,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm1317
99,Z472650947,02030880153,COMUNE DI MONZA,8000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,,idm1329
100,Z872643519,02030880153,COMUNE DI MONZA,2600.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-13,,idm1342
101,ZAF25E94C9,02030880153,COMUNE DI MONZA,840.35,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,,idm1355
102,Z87264CF08,02030880153,COMUNE DI MONZA,3000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-14,,idm1368
103,ZE12652705,02030880153,COMUNE DI MONZA,15000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,,idm1381
104,7082731684,02030880153,COMUNE DI MONZA,83758.89,375.00,,23-AFFIDAMENTO DIRETTO,2018-11-15,,idm1394
105,Z901B34AC5,02030880153,COMUNE DI MONZA,8010.63,12606.63,,23-AFFIDAMENTO DIRETTO,2018-11-15,,idm1407
106,Z08265D7D8,02030880153,COMUNE DI MONZA,18660.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-21,,idm1420
107,Z9F266AF11,02030880153,COMUNE DI MONZA,1750.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-07,,idm1433
108,ZF92667BD4,02030880153,COMUNE DI MONZA,4000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,,idm1446
109,ZD22666A74,02030880153,COMUNE DI MONZA,9000.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-07,,idm1459
110,Z0A2650886,02030880153,COMUNE DI MONZA,23300.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,,idm1472
111,ZC7265D75C,02030880153,COMUNE DI MONZA,35929.02,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,,idm1485
112,Z61261F716,02030880153,COMUNE DI MONZA,36995.40,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-14,,idm1498
113,Z8B264333C,02030880153,COMUNE DI MONZA,2599.44,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-12,,idm1511
114,Z292652869,02030880153,COMUNE DI MONZA,7000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,,idm1524
115,Z8A26668B2,02030880153,COMUNE DI MONZA,4795.08,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,,idm1537
116,Z90263D289,02030880153,COMUNE DI MONZA,39450.20,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-12,,idm1550
117,Z912641D52,02030880153,COMUNE DI MONZA,9837.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-12,,idm1563
118,Z6826728D7,02030880153,COMUNE DI MONZA,1600.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-20,,idm1576
119,ZCC266AE73,02030880153,COMUNE DI MONZA,3000.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-07,,idm1589
120,ZA42657D87,02030880153,COMUNE DI MONZA,2680.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-21,,idm1602
121,Z1D26344BF,02030880153,COMUNE DI MONZA,4680.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-07,,idm1615
122,Z1B266ADCE,02030880153,COMUNE DI MONZA,1800.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-07,,idm1628
123,ZA8228C15A,02030880153,COMUNE DI MONZA,696.62,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-07,,idm1641
124,Z4B2654820,02030880153,COMUNE DI MONZA,22432.70,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-07,,idm1654
125,ZB126529C5,02030880153,COMUNE DI MONZA,8000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,,idm1667
126,Z862657A58,02030880153,COMUNE DI MONZA,24000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-18,,idm1680
127,Z672650528,02030880153,COMUNE DI MONZA,7250.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,,idm1693
128,Z952677077,02030880153,COMUNE DI MONZA,39540.71,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-21,2018-12-31,idm1706
129,ZD72657E87,02030880153,COMUNE DI MONZA,23700.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-18,,idm1720
130,Z972666942,02030880153,COMUNE DI MONZA,7500.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,,idm1733
131,Z9C26507AD,02030880153,COMUNE DI MONZA,4449.93,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,,idm1746
132,Z332652634,02030880153,COMUNE DI MONZA,6000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,,idm1759
133,Z7726524EC,02030880153,COMUNE DI MONZA,15500.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,,idm1772
134,Z74264D1C1,02030880153,COMUNE DI MONZA,12885.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-14,,idm1785
135,Z40264D759,02030880153,COMUNE DI MONZA,4250.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-14,,idm1798
136,ZF42542BD7,02030880153,COMUNE DI MONZA,20400.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-07-01,2020-12-31,idm1811
137,ZD925A95B6,02030880153,COMUNE DI MONZA,7610.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-11-01,2018-12-31,idm1825
138,ZEC25FFC64,02030880153,COMUNE DI MONZA,7000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-09-01,2019-08-31,idm1839
139,ZB925A94EE,02030880153,COMUNE DI MONZA,2100.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2021-12-31,idm1853
140,Z262634536,02030880153,COMUNE DI MONZA,18859.23,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-10,,idm1867
141,Z68260D2D5,02030880153,COMUNE DI MONZA,28198.35,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-05,,idm1880
142,Z50253ED02,02030880153,COMUNE DI MONZA,5000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-10-15,2019-05-31,idm1893
143,ZB12635907,02030880153,COMUNE DI MONZA,121.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-17,2018-12-17,idm1907
144,Z282646311,02030880153,COMUNE DI MONZA,2719.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-30,,idm1921
145,Z192642C0A,02030880153,COMUNE DI MONZA,30160.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-02,,idm1934
146,Z672642C79,02030880153,COMUNE DI MONZA,900.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-02,,idm1947
147,Z132653130,02030880153,COMUNE DI MONZA,7200.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-21,,idm1960
148,Z65261E975,02030880153,COMUNE DI MONZA,4495.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-10,,idm1973
149,Z042643225,02030880153,COMUNE DI MONZA,7200.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-13,,idm1986
150,Z832633DEC,02030880153,COMUNE DI MONZA,7564.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-10,,idm1999
151,Z5026278D4,02030880153,COMUNE DI MONZA,639.64,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-07,,idm2012
152,Z682633E7D,02030880153,COMUNE DI MONZA,5884.84,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-10,,idm2025
153,689985654B,02030880153,COMUNE DI MONZA,28425.71,0.00,,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-01-02,,idm2038
154,689975846C,02030880153,COMUNE DI MONZA,20614.61,0.00,,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-01-02,,idm2051
155,Z0B2014E5E,02030880153,COMUNE DI MONZA,4880.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-02-24,2019-04-24,idm2064
156,ZB0240F61C,02030880153,COMUNE DI MONZA,501.75,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-03,2018-12-31,idm2078
157,Z95260ABFA,02030880153,COMUNE DI MONZA,5750.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-14,,idm2092
158,Z7D260AC5F,02030880153,COMUNE DI MONZA,8800.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-14,,idm2105
159,Z77260ACB7,02030880153,COMUNE DI MONZA,8550.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-14,,idm2118
160,ZFA26266EB,02030880153,COMUNE DI MONZA,3784.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm2131
161,ZE925C97DE,02030880153,COMUNE DI MONZA,8197.00,0.00,,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2018-12-01,2019-01-16,idm2145
162,Z772619902,02030880153,COMUNE DI MONZA,3960.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-10,2018-12-31,idm2159
163,ZB92624E89,02030880153,COMUNE DI MONZA,1520.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-15,2018-12-31,idm2173
164,ZC62622AD2,02030880153,COMUNE DI MONZA,1383.48,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,2018-12-19,idm2187
165,ZEC25DB6F9,02030880153,COMUNE DI MONZA,30062.50,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm2201
166,Z66260B7D2,02030880153,COMUNE DI MONZA,1111.72,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-18,2018-12-18,idm2215
167,Z9726264BF,02030880153,COMUNE DI MONZA,607.56,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2020-12-31,idm2229
168,Z40254905B,02030880153,COMUNE DI MONZA,28550.00,0.00,,23-AFFIDAMENTO DIRETTO,,,idm2243
169,Z6A25FA468,02030880153,COMUNE DI MONZA,5100.00,0.00,,23-AFFIDAMENTO DIRETTO,,,idm2261
170,ZE9263D3F9,02030880153,COMUNE DI MONZA,19034.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-14,2018-12-31,idm2279
171,7550939FF8,02030880153,COMUNE DI MONZA,139407.00,0.00,,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm2293
172,Z9D2596C25,02030880153,COMUNE DI MONZA,1000.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-15,2019-01-31,idm2311
173,1213456789,02030880153,COMUNE DI MONZA,10680.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm2325
174,76353477AA,02030880153,COMUNE DI MONZA,118776.00,0.00,,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-01-01,2020-12-31,idm2339
175,Z73250F8B2,02030880153,COMUNE DI MONZA,25462.10,0.00,,23-AFFIDAMENTO DIRETTO,2018-01-01,2019-12-31,idm2353
176,Z5926199BF,02030880153,COMUNE DI MONZA,38000.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-07-31,idm2367
177,ZDD25D3182,02030880153,COMUNE DI MONZA,1647.98,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm2381
178,Z14267643F,02030880153,COMUNE DI MONZA,38385.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-08-31,idm2395
179,Z8A26690E5,02030880153,COMUNE DI MONZA,3500.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,2018-12-31,idm2409
180,Z21266900C,02030880153,COMUNE DI MONZA,1989.78,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,2018-12-31,idm2423
181,Z872604141,02030880153,COMUNE DI MONZA,4250.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-11-29,2018-12-31,idm2437
182,Z3E266A3A1,02030880153,COMUNE DI MONZA,990.13,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-20,2018-12-31,idm2451
183,Z592667FC4,02030880153,COMUNE DI MONZA,5500.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,2018-12-31,idm2465
184,Z5A266A25A,02030880153,COMUNE DI MONZA,1000.00,0.00,,23-AFFIDAMENTO DIRETTO,2018-12-19,2018-12-31,idm2479
185,7706066ED2,02030880153,COMUNE DI MONZA,9140.00,0.00,,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2018-12-01,2018-12-31,idm2493
186,Z8E2635093,02030880153,COMUNE DI MONZA,10013.76,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm2507
187,7722234D14,02030880153,COMUNE DI MONZA,53700.00,0.00,,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-01-01,2021-12-31,idm2521
188,Z382646E3E,02030880153,COMUNE DI MONZA,4500.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm2535
189,Z602625DC4,02030880153,COMUNE DI MONZA,3480.00,0.00,,23-AFFIDAMENTO DIRETTO,2019-01-01,2019-12-31,idm2549
