n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
11,81329334A0,00104330493,"DIRIGENTE SETTORE INFRASTRUTTURE E SPAZI URBANI, ING. LUCA BARSOTTI",0.00,0.00,SERVIZIO DI SICUREZZA STRADALE E SEGNALETICA TEMPORANEA PER LA DURATA DI ANNI 2,01-PROCEDURA APERTA,,,idm209
12,813246633F,00104330493,impianti tecnologici,173995.08,0.00,"ACCORDO QUADRO QUADRIENNALE PER LAVORI DI ""MANUTENZIONE ORDINARIA IMPIANTI ELETTRICI EDIFICI COMUNALI E IMPIANTI SPORTIVI"" annualità 2019/2020 - AFFIDAMENTO A.T.I. LU.MAR IMPIANTI/SCOTTO & FRATINI",23-AFFIDAMENTO DIRETTO,2019-09-27,2020-09-26,idm221
13,8114110764,00104330493,UFFICIO ECONOMATO,104700.00,0.00,NOLEGGIO N. 15 AUTOCARRI - ADESIONE A CONVENZIONE CONSIP NOLEGGIO 14,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm253
14,8112257E3D,00104330493,"SETTORE SVILUPPO, VALORIZZAZIONE E MANUTENZIONE",115432.09,0.00,CIMITERO LA CIGNA. MANUTENZIONE COPERTURE BLOCCHI COLOMBARI. APPROVAZIONE PROGETTO ESECUTIVO E AFFIDAMENTO DITTA FRANGERINI IMPRESA - CUI: S00104330493201900055,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm271
15,809957089A,00104330493,"Dirigente ad interim del Settore Sviluppo, Valorizzazione e Manutenzione, Ing. Luca Barsotti
determinazione n. 8564 del 13/11/2019 e successive determine di rettifica n. 8778 del 20/11/2019 e n. 8862 del 22/11/2019",21199.57,0.00,"SERVIZIO DI VERIFICA DI VULNERABILITA SISMICA STRUTTURE SCOLASTICHE  N. 2 LOTTI
LOTTO 2 - SCUOLA ELEMENTARE DE AMICIS",01-PROCEDURA APERTA,,,idm301
16,8099556D0B,00104330493,"Dirigente ad interim del Settore Sviluppo, Valorizzazione e Manutenzione, Ing. Luca Barsotti
determinazione n. 8564 del 13/11/2019 e successive determine di rettifica n. 8778 del 20/11/2019 e n. 8862 del 22/11/2019",25382.36,0.00,"SERVIZIO DI VERIFICA DI VULNERABILITA` SISMICA STRUTTURE SCOLASTICHE ¿ N. 2 LOTTI
LOTTO 1 SCUOLA ELEMENTARE E MATERNA BENCI",01-PROCEDURA APERTA,,,idm621
17,8094160821,00104330493,Dirigente ad interim Polizia Municipale,76860.00,63000.00,"FORNITURA E L`ALLESTIMENTO ""AD USO ESCLUSIVO POLIZIA MUNICIPALE"" DI N. 6 MOTOVEICOLI  PER LA POLIZIA MUNICIPALE",01-PROCEDURA APERTA,2019-11-15,,idm944
18,8090194F46,00104330493,"Dirigente del Settore Infrastrutture Stradali e Spazi Urbani, Ing. Luca Barsotti",369731.46,0.00,LAVORI DI MANUTENZIONE STRAORDINARIA STRADE I LOTTO (ANNO 2019),01-PROCEDURA APERTA,,,idm957
19,808580488A,00104330493,"SVILUPPO, VALORIZZAZIONE E MANUTENZIONE",49570.66,0.00,"""MISURE URGENTI DI CRESCITA ECONOMICA E PER LA RISOLUZIONE DI SPECIFICHE SITUAZIONI DI CRISI ¿ DECRETO CRESCITA"" ¿ MESSA IN SICUREZZA CONTROSOFFITTI SCUOLA MEDIA MARCONI (RIF. PRG. 35/19)",23-AFFIDAMENTO DIRETTO,,,idm1146
20,80836517D4,00104330493,IMPIANTI TECNOLOGICI,67206.29,0.00,"""MISURE URGENTI DI CRESCITA ECONOMICA ....¿ DECRETO CRESCITA"" ¿ ADEGUAMENTO ANTINCENDIO E MESSA IN SICUREZZA SCUOLE PRIMARIE CARDUCCI/ RAZZAUTI E SCUOLA SECONDARIA GAMERRA",23-AFFIDAMENTO DIRETTO,,,idm1170
21,808343880E,00104330493,Ufficio Amministrazione del Personale,760000.00,0.00,"SERVIZIO SOSTITUTIVO MENSA MEDIANTE BUONI PASTO ELETTRONICI. ADESIONE
CONVENZIONE CONSIP ED IMPEGNO DI SPESA PERIODO 2020 -2021",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2020-01-01,2021-12-31,idm1194
22,80784514A8,00104330493,UFFICIO ECONOMATO,290983.60,0.00,adesione a convenzione Consip Gas Naturale 11,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2020-01-01,2020-12-31,idm1214
23,806920027E,00104330493,"Dirigente ad interim del Settore Sviluppo, Valorizzazione e Manutenzione, Ing. Luca Barsotti",468749.00,0.00,"LAVORI DI RISTRUTTURAZIONE, RIQUALIFICAZIONE E RIMOZIONE AMIANTO ALLA SCUOLA MEDIA SAN GAETANO (EX PAZZINI)",01-PROCEDURA APERTA,,,idm1228
24,8067006FEE,00104330493,IL DIRIGENTE DEL SETTORE INFRASTRUTTURE E SPAZI URBANI,67373.80,66960.00,MANUTENZIONE STRAORDINARIA PIANO STRADALE PIAZZA DEL LUOGO PIO,23-AFFIDAMENTO DIRETTO,2019-10-28,2019-11-06,idm1864
25,80648837FC,00104330493,DIRIGENTE  AD INTERIM IMPIANTI TECNOLOGICI,63875.00,0.00,MUSEO DI CITTÀ ¿ INTERVENTI DI MANUTENZIONE STRAORDINARIA PER GARANTIRE CONTINUITÀ DI ENERGIA ELETTRICA E REALIZZAZIONE IMPIANTO DI ILLUMINAZIONE ZONA INGRESSO ¿ CUP: J49G19000450004. AFFIDAMENTO DITTA ITECI IMPIANTI S.R.L.,23-AFFIDAMENTO DIRETTO,,,idm1884
26,8059177340,00104330493,"SETTORE SVILUPPO ,VALORIZZAZIONE E MANUTENZIONE",32179.77,28282.78,PRG 36-19 MANUTENZIONE STRAORDINARIA AL COMPLESSO DEI BOTTINI DELL'OLIO,23-AFFIDAMENTO DIRETTO,2019-10-21,,idm1902
27,8059166A2A,00104330493,DIRIGENTE DEL SETTORE INFRASTRUTTURE E SPAZI URBANI,77862.00,77414.00,Manutenzione straordinaria parcheggio e marciapiedi esterni Piazza del Luogo Pio - Museo della Città,23-AFFIDAMENTO DIRETTO,2019-10-21,2019-11-06,idm1927
28,8032816975,00104330493,Ufficio Provveditorato - Economato,53262.47,0.00,"Affidamento del servizio  di noleggio di n. 15 veicoli a basso impatto ambientale senza autista, comprensivo del servizio di erogazione carburante mediane fuel card fino al 21.01.2020. CIG: 8032816975",23-AFFIDAMENTO DIRETTO,2019-09-22,,idm1947
29,80211140AC,00104330493,IMPIANTI TECNOLOGICI,162295.08,0.00,"ACCORDO QUADRO QUADRIENNALE PER LAVORI DI ""MANUTENZIONE ORDINARIA IMPIANTI ELETTRICI EDIFICI COMUNALI E IMPIANTI SPORTIVI"" annualità 2019/2020 - AFFIDAMENTO A.T.I. LU.MAR IMPIANTI/SCOTTO & FRATINI IN SUBORDINE DI EFFICACIA",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm1966
30,8017295122,00104330493,Settore Contratti Provveditorato Economato,0.00,0.00,SERVIZIO DI BROKERAGGIO ASSICURATIVO A FAVORE DEL COMUNE DI LIVORNO,01-PROCEDURA APERTA,,,idm1996
31,8007763712,00104330493,Dirigente del Settore Contratti Provveditorato economato,0.00,0.00,AFFIDAMENTO IN CONCESSIONE DEL  SERVIZIO DI ILLUMINAZIONE ELETTRICA LAMPADE VOTIVE CIMITERI COMUNALI,01-PROCEDURA APERTA,,,idm2032
32,7976825C38,00104330493,EDILIZIA PUBBLICA E IMPIANTI,159800.00,0.00,"ACCORDO QUADRO QUADRIENNALE PER LAVORI DI ""MANUTENZIONE ORDINARIA IMPIANTI ELETTRICI PRESSO VARIE STRUTTURE SCOLASTICHE"" annualità 2019/2020 - AFFIDAMENTO A.T.I. LU.MAR IMPIANTI/SCOTTO & FRATINI IN SUBORDINE DI EFFICACIA",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm2050
33,7960031960,00104330493,Dirigente Settore Infrastrutture e Spazi Urbani,5251241.37,0.00,SERVIZIO INTEGRATO ENERGIA  CLIMATIZZAZIONE INVERNALE E GESTIONE IMPIANTI DI CLIMATIZZAZIONE PER LA DURATA DI 5 ANNI,01-PROCEDURA APERTA,,,idm2080
34,7952979DE0,00104330493,"Dirigente del Settore Contratti Provveditorato Economato Patrimonio e Demanio, Dott.ssa Senia Bacci Graziani. Determinazione n. 4996 del 26/06/2016 e successiva determina di rettifica n. 5101 del 1/0772019",0.00,0.00,"SERVIZIO DI PULIZIA E SANIFICAZIONE  GIORNALIERA E PERIODICA A RIDOTTO IMPATTO AMBIENTALE, AI SENSI DEL D.M. 24.05.2012, DI VARI IMMOBILI  COMUNALI",01-PROCEDURA APERTA,,,idm2145
35,7940972964,00104330493,"Dirigente del Settore Edilizia Pubblica e Impianti Ing. Luca Barsotti, Determinazioni n. 4723 del 18/06/2019 e successiva determina di rettifica n. 5166 del 2/07/2019",373521.00,0.00,LAVORI DI EFFICIENTAMENTO ENERGETICO SCUOLA PRIMARIA RAZZAUTI E SECONDARIA GAMERRA,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,,,idm2241
36,79389336C2,00104330493,"Dirigente del Settore Edilizia Pubblica e Impianti Ing. Luca Barsotti, determinazioni n. 4728 del 18/06/2019 e successiva determina di rettifica n. 5164 del 2/07/2019",454473.07,0.00,AVVISO PER LA INDIVIDUAZIONE DEGLI OPERATORI ECONOMICI  PER L`AFFIDAMENTO DI LAVORI PUBBLICI  AI SENSI DELL`ART. 36 COMMA 2 LETT. B-BIS) DEL D.LGS. 50/2016.LAVORI DI EFFICIENTAMENTO ENERGETICO SCUOLA SECONDARIA BARTOLENA E SCUOLA DI INFANZIA IL SATEL,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,,,idm2346
37,793733500E,00104330493,Settore Contratti Provveditorato Economato Patrimonio Demanio,0.00,0.00,SERVIZIO DI NOLEGGIO DI N. 10 VEICOLI A METANO PER LA DURATA DI 5 ANNI,01-PROCEDURA APERTA,,,idm2490
38,79345673D3,00104330493,"Dirigente Settore Edilizia Pubblica e Impianti Ing. Luca Barsotti, determinazioni n. 4727 del 18/06/2019 e successiva determina di rettifica n. 5165 del 2/07/2019",636654.82,0.00,LAVORI DI EFFICIENTAMENTO ENERGETICO SCUOLA ELEMENTARE THOUAR,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,,,idm2502
39,7918407C29,00104330493,"Settore Educazione, Istruzione e   Politiche Giovanili",97710.50,0.00,SERVIZIO DI SPORTELLO E DI ASSISTENZA E SUPPORTO AGLI UFFICI COMUNALI PER LA GESTIONE OPERATIVA DELLE RETTE SCOLASTICHE E DEGLI STRUMENTI DI SOSTEGNO AL DIRITTO ALLO STUDIO,01-PROCEDURA APERTA,2019-09-02,2020-08-31,idm2607
40,7914999FC9,00104330493,INFRASTRUTTURE STRADALI E SPAZI APERTI,67372.80,40346.77,CC/ACCORDO QUADRO INTERVENTI RIPARAZIONI PUNTUALI URGENTI GUARD RAIL E PARAPETTI METALLICI. 2 APPALTO ANNUALE,23-AFFIDAMENTO DIRETTO,2019-06-04,2019-05-31,idm2627
41,7891150EFB,00104330493,STAFF TECNICO MOBILITA',139101.67,34787.21,CC/ACCORDO QUADRO INTERVENTI RIPASSO E/O ADEGUAMENTO NORMATIVO IMPIANTI SEGNALETICI. 2 APPALTO ANNUALE,23-AFFIDAMENTO DIRETTO,2019-05-08,,idm2644
42,78893956B5,00104330493,"Dirigente del Settore Edilizia Pubblica e Impianti, Ing. Luca Barsotti, n. 3371  del 6/05/2019  e successiva determina n. 3487 del 9/05/2019",320000.00,0.00,ACCORDO QUADRO CON UN UNICO OPERATORE ECONOMICO AI SENSI DELL'ART.54 COMMA 3 DEL D. LGS. 50/2016 PER L'AGGIUDICAZIONE DI APPALTI ANNUALI PER L'ESECUZIONE DELLA MANUTENZIONE ORDINARIA DEGLI IMPIANTI ELEVATORI DEGLI EDIFICI DI PROPRIETA' COMUNALE,01-PROCEDURA APERTA,,,idm2660
43,7888804EFD,00104330493,INFRASTRUTTURE STRADALI E SPAZI APERTI,148704.13,43219.38,CC/ACCORDO QUADRO MANUTENZIONE ORDINARIA MARGINI STRADALI. 2 APPALTO ANNUALE,23-AFFIDAMENTO DIRETTO,2019-05-28,2020-05-27,idm2681
44,7882760356,00104330493,Settore Infrastrutture stradali e spazi aperti,113993.96,0.00,LAVORI INTERVENTO 7 SPIAGGIA DEL  SALE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm2698
45,7882721327,00104330493,Settore Infrastrutture stradali e spazi aperti,170019.34,0.00,LAVORI INTERVENTO 6 SPIAGGIA DEI TRE PONTI,23-AFFIDAMENTO DIRETTO,,,idm2719
46,785771685E,00104330493,"Dirigente del Settore Educazione Istruzione e Politiche Giovanili, Dott.ssa Susanna Cenerini",313430.70,0.00,`FFID`MENTO`IN`CONCESSIONE`DI`SERVIZI`EDUC`TIVI`PRIM``INF`NZI``D``SVOLGERSI`IN`STRUTTURE`DI`PROPRIET```COMUN`LE,01-PROCEDURA APERTA,,,idm2743
47,7853398D09,00104330493,Settore Indirizzo Organizzazione e Controllo,2455538.00,0.00,Servizio di somministrazione lavoro temporaneo personale servizi educativi,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-04-24,,idm2779
48,78519588B7,00104330493,IL DIRIGENTE DEL SETTORE INFRASTRUTTURE STRADALI E SPAZI APERTI,113729.00,0.00,SERVIZIO DI MANUTENZIONE ORDINARIA DEGLI IMPIANTI DI ILLUMINAZIONE PUBBLICA E SEMAFORICA SUL TERRITORIO COMUNALE IN VIA D'URGENZA AI SENSI DELL'ART. 63 COMMA 2 LETT. C),04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-04-01,2019-07-31,idm2798
49,7843860E07,00104330493,Settore Polizia Municipale Protezione Civile Sicurezza del cittadino tutela animale,30000.00,0.00,Adesione alla convenzione Consip Telefonia Mobile 7 e assunzione impegni di spesa a favore di TIM spa,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm2838
50,7842630702,00104330493,UFFICIO PROVVEDITORATO ECONOMATO,44262.30,4571.92,ADESIONE CONVENZIONE CONSIP TELEFONIA MOBILE 7,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-04-01,,idm2856
51,7840935042,00104330493,Settore Ufficio Unico Mobilità,0.00,0.00,`SERVIZIO`CAR``SHARING`ELETTRICO`PROGETTO`MODI``(MOBILITA`)`DOLCE`INTEGRATA`DELL`AREA`VASTA`LIVORNESE),01-PROCEDURA APERTA,,,idm2875
52,78406282E9,00104330493,SETTORE CONTRATTI PROVVEDITORATO ECONOMATO PATRIMONIO DEMANIO,0.00,0.00,SERVIO DI NOLEGGIO VEICOLI A METANO PER LA DURATA DI ANNI 5,01-PROCEDURA APERTA,,,idm2887
53,78394842DA,00104330493,STAFF TECNICO MOBILITA' URBANA,108346.96,81039.59,CC/ACCORDO QUADRO INTERVENTI RIPARAZIONI IMPIANTI SEGNALETICI VERTICALI /ORIZZONTALI. 2 APPALTO ANNUALE,23-AFFIDAMENTO DIRETTO,2019-04-13,2020-04-12,idm2905
54,7836572FC7,00104330493,INFRASTRUTTURE STRADALI E SPAZI APERTI,260276.35,117766.54,CC/ACCORDO QUADRO INTERVENTI EDILI RIPARAZIONI PUNTUALI ANOMALIE MANUFATTI STRADALI E FOGNARI 2 APPALTO ANNUALE,23-AFFIDAMENTO DIRETTO,2019-04-01,2020-03-31,idm2928
55,7836511D71,00104330493,INFRASTRUTTURE STRADALI E SPAZI APERTI,357505.07,147088.68,CC/ACCORDO QUADRO MANUTENZIONE ORDINARIA PAVIMENTAZIONI BITUMINOSE. 2 APPALTO ANNUALE,23-AFFIDAMENTO DIRETTO,2019-04-01,2020-03-31,idm2945
56,7829439175,00104330493,UFFICIO PROVVEDITORATO ECONOMATO,1483333.60,1388316.27,ADESIONE CONVENZIONE EE 16 LOTTO 8,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-05-01,,idm2968
57,782224726E,00104330493,SETTORE INFRASTRUTTURE STRADALI E SPAZI APERTI,61463.88,61463.88,INTERVENTO IN SOMMA URGENZA PER MESSA IN SICUREZZA COPRIFERRI ELEMENTI IN CEMENTO ARMATO CAVALCAFERROVIA VIA GENOVA- AUTORIZZATO CON DELIB. G.C. 76/8.2.2019,23-AFFIDAMENTO DIRETTO,2019-01-28,2019-03-22,idm2987
58,78201228D1,00104330493,"Settore Partecipate, Fondazioni, Commercio",216104.48,0.00,SERVIZIO VIGILANZA  ARMATA E CUSTODIA DA EFFETTUARE PRESSO LA SEDE DEL MERCATO CENTRALE DI LIVORNO,01-PROCEDURA APERTA,,,idm3007
59,7816911F02,00104330493,"Dirigente della Programmazione ed Attuazione Progetti Strategici ed Obiettivi Mandato DUP PEG PDO, Dott. Antonio Bertelli",158507.50,0.00,SERVIZIO DI GESTIONE WIFI COMUNALE,01-PROCEDURA APERTA,,,idm3037
60,7784707F6D,00104330493,Il Dirigente Settore Politiche sociali e sociosanitarie Patania Lorenzo,119700.00,0.00,Centro di ascolto per l'emergenza abitativa e servizi di sostegno all'abitare e controllo sistemazioni di emergenza abitativa.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-04-09,2020-10-08,idm3064
61,7777782CBD,00104330493,UFFICIO ARCHIVIO E PROTOCOLLO,72000.00,40000.00,SERVIZIO SPEDIZIONE ATTI GIUDIZIARI NELL'AMBITO DEL SERVIZIO UNIVERSALE ATTRAVERSO MODALITA' SMA (SENZA MATERIALE AFFRANCATURA) - AFFIDAMENTO A POSTE ITALIANE - APPROVAZIONE CONTRATTO ADESIONE,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE 381/91,2019-03-01,2020-08-31,idm3096
62,7760233AD9,00104330493,Settore  Politiche Sociali e Sociosanitarie,6871400.15,0.00,"SERVIZIO GESTIONE INTEGRATA DELLE R.S.A. ""VILLA SERENA"", ""G. PASCOLI"" E DEL CENTRO DIURNO PER ANZIANI AUTOSUFFICIENTI FRAGILI",01-PROCEDURA APERTA,,,idm3116
63,7750285980,00104330493,Settore Polizia Municipale Protezione Civile Sicurezza del cittadino Tutela Animale,500000.00,238774.20,Servizio di notifica delle violazioni al CDS - contratto con Poste Italiane,23-AFFIDAMENTO DIRETTO,2018-12-27,2019-12-31,idm3192
64,7719612957,00104330493,UFFICIO UNICO MOBILITA`,108100.14,3998.22,APPALTO DI SERVIZI PER LA GESTIONE DI ATTIVITA` CONNESSE ALLA DISCIPLINA DELLA CIRCOLAZIONE E DELLA SOSTA NEL CENTRO ABITATO.,01-PROCEDURA APERTA,2019-05-30,2019-09-03,idm3212
65,7707811ED7,00104330493,"Segretario Generale, Dott. Alberto Bignone, determinazione n. 10966 del 21/12/2018 e determina di rettifica del Capitolato n. 509 del 23/01/2019",121011.75,11988.50,"SERVIZIO INERENTE IL TRATTAMENTO, LA SPEDIZIONE E IL RECAPITO DELLA CORRISPONDENZA DEL COMUNE DI LIVORNO AD ESCLUSIONE DEGLI ATTI GIUDIZIARI",01-PROCEDURA APERTA,2019-06-01,,idm3235
66,73679619C1,00104330493,Polizia Municipale Protezione civile Sicurezza del cittadino Tutela Animale,205574.60,160348.19,Adesione al contratto stipulato tra Anci Toscana e Rti Nexive Spa per l'affidamento dei servizi di consegna e notifica degli atti sanzionatori amministrativi non penali. Marzo 2018/Giugno 2019,23-AFFIDAMENTO DIRETTO,2018-02-20,2019-06-30,idm3260
67,Z98273BD8F,00104330493,UFFICIO PROVVEDITORATO ECONOMATO,240.84,0.00,Estensione del servizio  di pulizia ad alcuni  locali uso ufficio  dei Granai di Villa Mimbelli,23-AFFIDAMENTO DIRETTO,2019-03-01,2019-04-30,idm3280
68,Z9727E08CA,00104330493,Settore Polizia Municipale Protezione civile sicurezza del cittadino tutela animale,561.20,460.00,Fornitura patch ricamate con velcro per divise appartenenti al corpo di polizia municipale,23-AFFIDAMENTO DIRETTO,2019-04-10,2019-05-08,idm3300
69,Z9727D9FE1,00104330493,SETTORE  EDUCAZIONE ISTRUZIONE EPOLITICHE GIOVANILI,360.00,360.00,FORNITURA DI BANDIERE PER LE SCUOLE COMUNALI,23-AFFIDAMENTO DIRETTO,2019-04-09,2019-04-15,idm3320
70,Z96281FD58,00104330493,GABINETTO DEL SINDACO,84.00,84.00,"Cerimonie di conferimento Onorificenza ""La Canaviglia"". Impegno e affidamento fornitura targhe",23-AFFIDAMENTO DIRETTO,2019-04-26,2019-04-26,idm3340
71,Z9628BC08F,00104330493,Settore Infrastrutture Stradali e Spazi Aperti,1248.00,1248.00,Manutenzione e assistenza software anno 2019 - programma di calcolo strutturale,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-06-20,2019-12-31,idm3360
72,Z962A41A61,00104330493,UFFICIO GARE E CONTRATTI,1510.63,1510.63,pubblicazione su GURI e quotidiani bando Servizio integrato energia climatizzazione invernale e gestione impianti di climatizzazione per la durata di 5 anni,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-10-30,2019-12-31,idm3380
73,Z95297C20F,00104330493,UFFICIO RETI E SISTEMI INFORMATICI,1760.00,0.00,RINNOVO ANNUALE MANUTENZIONE IBM SPECTRUM,23-AFFIDAMENTO DIRETTO,2019-09-11,2019-12-31,idm3400
74,Z95289B2C2,00104330493,Il dirigente Politiche sociali e sociosanitarie Bendinelli Massimiliano,3000.00,3000.00,"Revoca autorizzazione dirigenziale prot. 1872 14/03/2019 e affidamento Servizio di albergazione c/o Fondazione Caritas 
N.B. CIG 7368685F36 ACCORDO QUADRO",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-05-07,2019-11-07,idm3420
75,Z95283C5F9,00104330493,Dr.Maurizio Lenzi,2996.10,0.00,"Affidamento della fornitura di manifesti istituzionali riguardanti i candidati sindaci e consiglieri Comunali, i proclamati eletti e i candidati all'eventuale turno di ballottaggio, in occasione delle consultazioni elettorali del 26 maggio 2019",23-AFFIDAMENTO DIRETTO,2019-04-05,,idm3440
76,Z952754DC3,00104330493,IL DIRIGENTE DEL SETTORE INDFRASTRUTTURE STRADALI E SPAZI APERTI,31797.80,0.00,RIPRISTINO IMPIANTI DI ILLUMINAZIONE PUBBLICA PASSEGGIATA LUNGOMARE DALL'ACCADEMIA NAVALE AD ANTIGNANO,23-AFFIDAMENTO DIRETTO,2019-09-09,,idm3456
77,Z9429C15B8,00104330493,impianti tecnologici,8950.00,0.00,SERVIZIO DI SUPPORTO ALL'SPP NELL'ATTIVITÀ DI AGGIORNAMENTO DEL DVR ¿ AMIANTO E RISCHIO CHIMICO¿  AFFIDAMENTO IMPRESA AMBIENTE S.P.A.,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm3475
78,Z932922813,00104330493,GABINETTO DEL SINDACO,1770.00,1770.00,Affidamento fornitura di un nuovo Gonfalone della Città,23-AFFIDAMENTO DIRETTO,2019-07-11,2019-11-15,idm3499
79,Z922BB2918,00104330493,"Settore Sviluppo, Valorizzazione e Manutenzione",25800.00,0.00,Opere di messa in sicurezza cornicione facciata Sud e Ovest Scuola Micheli RIF 76/2019,23-AFFIDAMENTO DIRETTO,,,idm3519
