n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
11,Z2727D4BC4,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,5087.46,3800.00,"CONSULTAZIONI ELETTORALI DEL 26 MAGGIO 2019 - ACQUISTO MATERIALI VARI, E NOLEGGIO ATTREZZATURE. AFFIDAMENTO FORNITURE ED IMPEGNO DI SPESA.",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-04-01,2019-11-29,idm209
12,Z28290F9AF,00163570542,AREA RISORSE AMBIENTALI - SMART CITYE INNOVAZIONE - MANUTENZIONI E DECORO URBANO,113.32,113.32,PRENOTAZIONE IMPEGNI DI SPESA RELATIVI AL MESE DI GENNAIO - 2019 PER LA MANUTENZIONE DEI VEICOLI IN DOTAZIONE ALLA S.O. SICUREZZA E U.O. TERRITORIALE E DECENTRAMENTO.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-07-15,2019-07-18,idm229
13,Z4829F7699,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,634.21,634.21,PRENOTAZIONE IMPEGNI DI SPESA RELATIVI AL PERIODO MAGGIO - GIUGNO 2019 PER LA MANUTENZIONE DEI VEICOLI IN DOTAZIONE ALLA S.O. SICUREZZA E U.O. TERRITORIALE E DECENTRAMENTO.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-10-01,2019-10-01,idm249
14,Z4E295D656,00163570542,AREA SERVIZI FINANZIARI - ACQUISTI E PATRIMONIO,410.00,205.00,FINANZIAMENTO DELLE SPESE A CALCOLO E DELLE MINUTE SPESE DELL'U.O. ACQUISTI E PATRIMONIO RELATIVE ALLA MANUTENZIONE DI BENI MOBILI PER L'ESERCIZIO FINANZIARIO 2019- PRENOTAZIONE IMPEGNI.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-07-30,2019-08-30,idm269
15,Z5B26A3D3E,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,1983.72,344.38,FORNITURE DI MATERIALI VARI AFFIDAMENTI E IMPEGNI DI SPESA.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-02-08,2019-03-31,idm289
16,Z5E26AE5B6,00163570542,AREA RISORSE AMBIENTALI - SMART CITYE INNOVAZIONE - MANUTENZIONI E DECORO URBANO,543.00,543.00,PRENOTAZIONE IMPEGNI DI SPESA VARI RELATIVI AL MESE DI GENNAIO -2019.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-01-14,2019-01-14,idm309
17,Z602983D0A,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,156.16,156.16,PRENOTAZIONE IMPEGNI DI SPESA VARI RELATIVI AL MESE DI MARZO -2019.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-08-20,2019-08-20,idm329
18,Z642762210,00163570542,AREA RISORSE AMBIENTALI - SMART CITYE INNOVAZIONE - MANUTENZIONI E DECORO URBANO,364.20,620.45,PRENOTAZIONE IMPEGNI DI SPESA RELATIVI AL MESE DI GENNAIO - 2019 PER LA MANUTENZIONE DEI VEICOLI IN DOTAZIONE ALLA S.O. SICUREZZA E U.O. TERRITORIALE E DECENTRAMENTO.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-03-01,2019-03-01,idm349
19,Z7B28BEE3A,00163570542,AREA RISORSE AMBIENTALI - SMART CITYE INNOVAZIONE - MANUTENZIONI E DECORO URBANO,113.32,113.32,PRENOTAZIONE IMPEGNI DI SPESA RELATIVI AL MESE DI GENNAIO - 2019 PER LA MANUTENZIONE DEI VEICOLI IN DOTAZIONE ALLA S.O. SICUREZZA E U.O. TERRITORIALE E DECENTRAMENTO.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-06-19,2019-06-25,idm369
20,Z7B28BEE3A,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,113.32,113.32,PRENOTAZIONE IMPEGNI DI SPESA RELATIVI AL MESE DI FEBBRAIO - 2019 PER LA MANUTENZIONE DEI VEICOLI IN DOTAZIONE ALLA S.O. SICUREZZA E U.O. TERRITORIALE E DECENTRAMENTO.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-06-25,2019-07-01,idm389
21,Z8126B2417,00163570542,AREA RISORSE AMBIENTALI - SMART CITYE INNOVAZIONE - MANUTENZIONI E DECORO URBANO,123.72,123.72,PRENOTAZIONE IMPEGNI DI SPESA VARI RELATIVI AL MESE DI GENNAIO -2019.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-01-14,2019-01-14,idm409
22,Z9D291C1DC,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,242.30,242.30,PRENOTAZIONE IMPEGNI DI SPESA PER ATTIVITÀ VARIE PERIODO MAGGIO - GIUGNO 2019.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-07-08,2019-07-08,idm429
23,ZA1290F90F,00163570542,AREA SERVIZI FINANZIARI - ACQUISTI E PATRIMONIO,106.42,53.21,FINANZIAMENTO DELLE SPESE A CALCOLO E DELLE MINUTE SPESE DELL'U.O. ACQUISTI E PATRIMONIO RELATIVE ALLA MANUTENZIONE DI BENI MOBILI PER L'ESERCIZIO FINANZIARIO 2019- PRENOTAZIONE IMPEGNI.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-07-03,2019-07-31,idm449
24,ZA52928917,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,705.18,705.18,PRENOTAZIONE IMPEGNI DI SPESA PER ATTIVITÀ VARIE PERIODO MAGGIO - GIUGNO 2019.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-07-11,2019-07-11,idm469
25,ZAD29206E2,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,123.72,123.72,PRENOTAZIONE IMPEGNI DI SPESA VARI RELATIVI AL MESE DI FEBBRAIO -2019.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-07-09,2019-07-09,idm489
26,ZAD29E3E94,00163570542,AREA SERVIZI FINANZIARI - ACQUISTI E PATRIMONIO,360.45,360.45,SPESE A CALCOLO E MINUTE SPESE DELL'U.O. ACQUISTI E PATRIMONIO: PRENOTAZIONE IMPEGNO DI SPESA PER L'ANNO 2019.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2019-09-27,2019-12-31,idm509
27,ZC228383AA,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,113.32,113.32,PRENOTAZIONE IMPEGNI DI SPESA VARI RELATIVI AL MESE DI MARZO -2019.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-05-13,2019-05-27,idm529
28,ZC228383AA,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,113.32,113.32,PRENOTAZIONE IMPEGNI DI SPESA PER ACQUISTI VARI E MANUTENZIONE AUTOMEZZI.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-05-29,2019-05-31,idm549
29,ZCB28CFDCF,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,15.06,15.06,PRENOTAZIONE IMPEGNI DI SPESA PER ACQUISTI VARI E MANUTENZIONE AUTOMEZZI.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-06-13,2019-06-13,idm569
30,ZD7291192A,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,1036.68,1036.68,PRENOTAZIONE IMPEGNI DI SPESA RELATIVI AL PERIODO MAGGIO - GIUGNO 2019 PER LA MANUTENZIONE DEI VEICOLI IN DOTAZIONE ALLA S.O. SICUREZZA E U.O. TERRITORIALE E DECENTRAMENTO.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-07-03,2019-07-03,idm589
31,ZE626D87AC,00163570542,AREA SERVIZI FINANZIARI - ACQUISTI E PATRIMONIO,923.50,461.75,FINANZIAMENTO DELLE SPESE A CALCOLO E DELLE MINUTE SPESE DELL'U.O. ACQUISTI E PATRIMONIO RELATIVE ALLA MANUTENZIONE DI BENI MOBILI PER L'ESERCIZIO FINANZIARIO 2019 GENNAIO 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-01-24,2019-01-28,idm609
32,ZE9282DAC0,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,771.41,771.41,PRENOTAZIONE IMPEGNI DI SPESA PER ACQUISTI VARI E MANUTENZIONE AUTOMEZZI.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-04-29,2019-04-29,idm629
33,6660071075,00163570542,AREA SERVIZI FINANZIARI - ACQUISTI E PATRIMONIO,1045894.01,276213.35,PROCEDURA APERTA PER L'AFFIDA-MENTO DI UN MULTI-SERVICE (PULIZIA E FACCHINAGGIO) PRESSO GLI IMMO-BILI DI PROPRIETA' E COMPETENZA COMUNALE: RINNOVO CONTRATTO - CIG: 6660071075.,01-PROCEDURA APERTA,2019-04-01,2021-03-31,idm649
34,6660071075,00163570542,AREA SERVIZI FINANZIARI - ACQUISTI E PATRIMONIO,42622.95,0.00,IMPEGNO DI SPESA PER IL SERVIZIO DI FACCHINAGGIO CONNESSO ALLE CONSULTAZIONI ELETTORALI DEL 26 MAGGIO 2019 - CIG 6660071075.,01-PROCEDURA APERTA,2019-04-15,2019-05-31,idm669
35,6834739D09,00163570542,STRUTTURA ORGANIZZATIVA SICUREZZA - ======,68000.00,0.00,SERVIZIO DI GESTIONE DI PROCEDURE AFFERENTI AGLI ATTI SANZIONATORI DELLA POLIZIA MUNICIPALE DI PERUGIA. IMPEGNO DI SPESA. PROROGA. CIG 6834739D09.,01-PROCEDURA APERTA,2019-05-10,2019-06-30,idm689
36,6892113F8E,00163570542,AREA SERVIZI ALLA PERSONA - SERVIZI SOCIALI,703240.64,0.00,"AFFIDAMENTO MEDIANTE PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE BANDO DI GARA, EX ART. 63, CO. 5 L D.LGS. 50/2016, DEL SERVIZIO DI SOSTEGNO FAMILIARE DI NATURA SOCIALE RIVOLTO ALLE PERSONE ANZIANE/ADULTE - ZONA SOCIALE N. 2 - CIG 6892113F8E.",22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2019-05-16,2020-05-15,idm709
37,6892113F8E,00163570542,AREA SERVIZI ALLA PERSONA - SERVIZI SOCIALI,703240.64,0.00,"PROCEDURA NEGOZIATA, SENZA PREVIA PUBBLICAZIONE BANDO DI GARA, EX ART. 63, CO. 5 L D.LGS. N. 50/2016, PER L'AFFIDAMENTO DEL SERVIZIO DI SOSTEGNO FAMILIARE DI NATURA SOCIALE RIVOLTO ALLE PERSONE ANZIANE E ADULTE - ZONA SOCIALE N. 2.",22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2019-05-16,2020-05-15,idm729
38,6892292349,00163570542,AREA SERVIZI ALLA PERSONA - SERVIZI SOCIALI,316822.43,0.00,"PROCEDURA NEGOZIATA, SENZA PREVIA PUBBLICAZIONE BANDO DI GARA, EX ART. 63, COMMA 5 DEL D.LGS. N. 50/2016, PER L'AFFIDAMENTO DEL SERVIZIO EDUCATIVO DI SOSTEGNO ALLA GENITORIALITA' DEI COMUNI DELLA ZONA SOCIALE N. 2. CIG 6892292349.",22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2019-05-16,2020-05-15,idm749
39,6892292349,00163570542,AREA SERVIZI ALLA PERSONA - SERVIZI SOCIALI,316822.43,0.00,"AFFIDAMENTO MEDIANTE PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE BANDO DI GARA, EX ART. 63, CO. 5 L D.LGS. 50/2016, DEL SERVIZIO EDUCATIVO DI SOSTEGNO ALLA GENITORIALITA' DEI COMUNI DELLA ZONA SOCIALE N. 2. CIG 6892292349.",22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2019-05-16,2020-05-15,idm769
40,689233893D,00163570542,AREA SERVIZI ALLA PERSONA - SERVIZI SOCIALI,548215.16,149785.46,"PROCEDURA NEGOZIATA, SENZA PREVIA PUBBLICAZIONE BANDO DI GARA, EX ART. 63, CO.5 L D.LGS. N. 50/2016, PER AFFIDAMENTO SERVIZIO EMERGENZA SOCIALE: PRONTO INTERVENTO SOCIALE - COMUNITA' PRONTA ACCOGLIENZA MINORI - STRUTTURA PRONTA ACCOGLIENZA ADULTI.",22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2019-05-16,2020-05-15,idm789
41,689233893D,00163570542,AREA SERVIZI ALLA PERSONA - SERVIZI SOCIALI,548068.95,0.00,"AFFIDAMENTO MEDIANTE PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE BANDO DI GARA, EX ART. 63, CO. 5 D.LGS. 50/2016, DEL SERVIZIO EMERGENZA SOCIALE: PIS - COMUNITA' PAM - STRUTTURA PAA - CIG 689233893D.",22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2019-05-16,2020-05-15,idm809
42,75256857B8,00163570542,AREA SERVIZI FINANZIARI - ACQUISTI E PATRIMONIO,983.61,952.28,ACQUISTO DI MATERIALI VARI NECESSARI PER LE CONSULTAZIONI ELETTORALI DEL 26 MAGGIO 2019.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2019-04-19,2019-12-31,idm829
43,7654122D47,00163570542,"S.O. ORGANIZZAZIONE, ENTRATE E CONTROLLI - RISORSE UMANE",512104.80,85244.35,GARA PER L'AFFIDAMENTO DEL SERVIZIO DI SOMMINISTRAZIONE DI LAVORO A TEMPO DETERMINATO (CIG 7654122D47). AGGIUDICAZIONE.,01-PROCEDURA APERTA,2019-01-03,2019-12-31,idm849
44,7654412C98,00163570542,"AREA SERVIZI ALLA PERSONA - ATTIVITA' CULTURALI, BIBLIOTECHE E TURISMO",78295.08,32622.90,"PROCEDURA APERTA PER L'AFFIDAMENTO DEI SERVIZI ATTINENTI LA GESTIONE DEI BENI CULTURALI MOBILI, DELL'ORGANIZZAZIONE DELLE MOSTRE E DELLA LORO COMUNICAZIONE (CIG. 7654412C98). AGGIUDICAZIONE NON EFFICACE.",01-PROCEDURA APERTA,2019-02-01,2020-12-31,idm869
45,77055569F6,00163570542,"AREA GOVERNO E SVILUPPO DEL TERRITORIO - ENGINEERING, BENI CULTURALI E SICUREZZA SUL LAVORO",76806.25,0.00,PROGETTO ART BONUS. INTERVENTO DI RECUPERO E RESTAURO FONTE DEI TINTORI. ESECUZIONE LAVORI - CUP C93G17000430007 CIG 77055569F6.I. - APPROVAZIONE VERBALE DI GARA. VERIFICA ANOMALIA. AGGIUDICAZIONE DEFINITIVA.,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2019-03-26,2019-05-20,idm889
46,774589311E,00163570542,AREA SERVIZI ALLA PERSONA - SERVIZI EDUCATIVI E SCOLASTICI,23910.00,6094.40,PROCEDURA TELEMATICA R.D.O. N. 2212777 PER LA FORNITURA DI PANNOLINI BAMBINO. CIG 774589311E. AGGIUDICAZIONE DEFINITIVA.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2019-04-02,2020-04-30,idm909
47,7745979814,00163570542,AREA RISORSE AMBIENTALI SMART CITY E INNOVAZIONE - ======,69828.00,0.00,"FORNITURA DI PROIETTORI A LED PER IL PALABARTON PROCEDURA NEGOZIATA AI SENSI DELL'ART. 36, COMMA 2 LETT. B) D. LGS. 50/2016 DETERMINA DI AGGIUDICAZIONE CIG 7745979814",23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2019-03-01,2019-03-04,idm929
48,77616479B8,00163570542,AREA RISORSE AMBIENTALI-SMART CITY E INNOVAZIONE - SISTEMI TECNOLOGICI-OPEN DATA-ENERGIA,1446802.15,0.00,"FORNITURA DI ENERGIA ELETTRICA E SERVIZI CONNESSI PER USI DIVERSI DALLA PUBBLICA ILLUMINAZIONE: SECONDA ADESIONE A CONVENZIONE CONSIP ""ENERGIA ELETTRICA 15"" - IMPEGNO DI SPESA- CIG DERIVATO:77616479B8.",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-01-21,2019-01-21,idm949
49,7803058729,00163570542,AREA RISORSE AMBIENTALI-SMART CITY E INNOVAZIONE - SISTEMI TECNOLOGICI-OPEN DATA-ENERGIA,67213.11,0.00,"ADESIONE ALLA CONVENZIONE CONSIP ""ENERGIA ELETTRICA 16"" PER LA FORNITURA DI ENERGIA ELETTRICA VERDE PER USI DIVERSI DALLA PUBBLICA ILLUMINAZIONE RELATIVA A NUOVE/TEMPORANEE FORNITURE- IMPEGNO DI SPESA- CIG DERIVATO: 7803058729.",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-03-08,2019-03-08,idm969
50,78076894C9,00163570542,AREA RISORSE AMBIENTALI-SMART CITY E INNOVAZIONE - SISTEMI TECNOLOGICI-OPEN DATA-ENERGIA,41272.00,7471.36,ADESIONE A CONVENZIONE CONSIP PER SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI (EDIZIONE N. 7). CIG DERIVATO: 78076894C9 IMPEGNI DI SPESA.,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-03-01,2020-06-30,idm989
51,7822269495,00163570542,STRUTTURA ORGANIZZATIVA SICUREZZA - =====,123396.00,0.00,SERVIZIO DI GESTIONE DI PROCEDURE AFFERENTI AGLI ATTI SANZIONATORI DELLA POLIZIA MUNICIPALE DI PERUGIA. AGGIUDICAZIONE - CIG7822269495.,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2019-07-01,2019-06-30,idm1009
52,7899776D5F,00163570542,AREA RISORSE AMBIENTALI-SMART CITY E INNOVAZIONE - SISTEMI TECNOLOGICI-OPEN DATA-ENERGIA,1404386.77,0.00,"FORNITURA ENERGIA ELETTRICA VERDE E SERVIZI CONNESSI PER UTENZE DIVERSE DALLA P. ILL.NE ADESIONE CONVENZIONE CONSIP ""ENERGIA ELETTRICA 16"". ATTIVAZIONE FORNITURA CON A2A ENERGIA S.P.A IMPEGNI DI SPESA- CIG DERIVATO:7899776D5F. RETTIFICA DD.3/2019.",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-05-08,2019-05-08,idm1029
53,7917576E65,00163570542,AREA RISORSE AMBIENTALI-SMART CITY E INNOVAZIONE - SISTEMI TECNOLOGICI-OPEN DATA-ENERGIA,203816.39,0.00,"ADESIONE A CONVENZIONE CONSIP ""GAS NATURALE 11"", LOTTO 5, PER LA FORNITURA DI GAS NATURALE E DEI SERVIZI CONNESSI. CIG DERIVATO: 7917576E65 - IMPEGNI DI SPESA.",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-06-04,2019-06-04,idm1049
54,7925367BBC,00163570542,S.O. CONTRATTI E SEMPLIFICAZIONE - VICE SEGRETARIO - SEGRETERIA ORGANI ISTITUZIONALI E COMUNICAZIONE,19600.01,14765.28,"DE.DI. N. 11/2019 SU ""CONTRATTO DI APPALTO PER LO SVOLGIMENTO DEL SERVIZIO DI INFORMAZIONE E COMUNICAZIONE ISTITUZIONALE DEL COMUNE DI PERUGIA: PROROGA TECNICA"" - ULTERIORE PROROGA ED INTEGRAZIONE IMPEGNO DI SPESA",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-06-01,2019-12-31,idm1069
55,XXXXXXXXXX,00163570542,"AREA SERVIZI ALLA PERSONA - ATTIVITA' CULTURALI, BIBLIOTECHE E TURISMO",0.00,0.00,DETENZIONE APPARECCHI RADIOTE-LEVISIVI.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2020-01-31,2020-01-31,idm1089
56,XXXXXXXXXX,00163570542,"AREA SERVIZI ALLA PERSONA - ATTIVITA' CULTURALI, BIBLIOTECHE E TURISMO",0.00,0.00,RINNOVO ANNUALE DELLA QUOTA ASSOCIATIVA AIB. IMPEGNO DI SPESA E LIQUIDAZIONE.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2020-01-31,2020-01-31,idm1103
57,XXXXXXXXXX,00163570542,"AREA SERVIZI ALLA PERSONA - ATTIVITA' CULTURALI, BIBLIOTECHE E TURISMO",0.00,0.00,RINNOVO ABBONAMENTO PERIODICI PER L'ANNO 2019 PER LA BIBLIOTE-CA AUGUSTA.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2020-01-31,2020-01-31,idm1117
58,Z01280FD7B,00163570542,AREA GOVERNO E SVILUPPO DEL TERRITORIO - MOBILITA' E INFRASTRUTTURE,681.30,681.30,PRENOTAZIONE IMPEGNI DI SPESA RELATIVI AL MESE DI FEBBRAIO - 2019 PER LA MANUTENZIONE DEI VEICOLI IN DOTAZIONE ALLA S.O. SICUREZZA E U.O. TERRITORIALE E DECENTRAMENTO.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-04-16,2019-04-16,idm1131
