n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
11,0000000000,00304260409,Comune di Rimini,140507.55,0,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2017. 
Manutenzione straordinaria edifici comunali - terzo gruppo di interventi.
C94H17000490004   LP-2017/013-3",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-08-25+02:00,,idm181
12,0000000000,00304260409,Comune di Rimini,29792.0,29792.0,Lavori messa in sicurezza area di proprietà comunale ed esecuzione di lavori propedeutici alla realizzazione delle opere di urbanizzazione ex P.P. Via Dei Mulini di cui al progetto Scheda n. 7.27 - Azione sostitutiva dell'Amministrazione Comunale. op,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-07-24+02:00,2018-10-31+01:00,idm200
13,0000000000,00304260409,Comune di Rimini,13309.13,0,"PONTE DI VIA COLETTI - LAVORI INTEGRATIVI DI COMPARTO. PROGETTO DI RIQUALIFICAZIONE DELLE AREE DEL DEMANIO IDRICO IN SPONDA DESTRA DEL DEVIATORE MARECCHIA, CON SOVRASTANTI MANUFATTI ADIBITI A CAPANNI DA PESCA. INTERVENTI DI MANUTENZIONE STRAORDINARIA",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2017-08-25+02:00,,idm220
14,0000000000,00304260409,Comune di Rimini,24578.25,0,"MANUTENZIONE IMPIANTI SPORTIVI COMUNALI, RIFACIMENTO FONDO PALESTRA CASTI.
C94H17000110004     LP-2017/014-1",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2017-04-07+02:00,,idm239
15,0000000000,00304260409,Comune di Rimini,21967.21,0,"MANUTENZIONE STRAORDINARIA AREA ESTERNA CAMPO SPORTIVO VISERBA E MARCIAPIEDE VIA BIDENTE
C92H17000160004   LP-2017/139",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2017-12-11+01:00,,idm258
16,0000000000,00304260409,Comune di Rimini,174108.8,0,"MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI 2017 - ADEDGUAMENTO ANTINCENDIO PALESTRE SCOLASTICHE
C94H17000740004    LP-2017/116",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2017-10-06+02:00,,idm277
17,0000000000,00304260409,Comune di Rimini,0,0,"Avviso pubblico di ricerca sponsorizzazioni a sostegno delle iniziative inaugurali realizzate in occasione della riapertura del Teatro Amintore Galli, della Stagione teatrale, della Sagra Musicale Malatestiana e degli altri eventi culturali organizza",01-PROCEDURA APERTA,2018-07-10+02:00,2020-12-31+01:00,idm296
18,0000000000,00304260409,Comune di Rimini,163933.97,0,"INTERVENTI DI MANUTENZIONE STRAORDINARIA DEL VERDE PUBBLICO
C95I18000030004      LP-2018/086",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-06-04+02:00,,idm310
19,0000000000,00304260409,Comune di Rimini,91181.43,75959.85,"MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI TERZO GRUPPO DI INTERVENTI
C95B18000220004      LP-2018/083",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-05-29+02:00,,idm329
20,0000000000,00304260409,Comune di Rimini,17438.88,2766.95,VARIAZIONE DI BILANCIO 2018/2020 AI SENSI DELLART. 175 COMMA 5 QUARTER LETTERA A) DEL D.LGS. 267/2000 E AFFIDAMENTO SERVIZI DATACENTER DEL COMUNE DI RIMINI PRESSO LEPIDA SPA TRIENNIO 2018-2020.,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-06-18+02:00,2020-12-31+01:00,idm348
21,0000000000,00304260409,Comune di Rimini,965717.02,175846.72,"Affidamento in house alla societa Lepida Spa del servizio di gestione
dei servizi informatici comunali (periodo: 18/06/18-17/06-21)",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-06-18+02:00,2021-06-17+02:00,idm368
22,0000000000,00304260409,Comune di Rimini,185103.59,176047.86,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2018. MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI - SECONDO GRUPPO DI INTERVENTI
LP-2018/035-2      C98G18000130004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-05-07+02:00,,idm388
23,0000000000,00304260409,Comune di Rimini,18363.16,2956.41,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2018. 
MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI QUARTO GRUPPO DI INTERVENTI.",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-07-25+02:00,,idm407
24,0000000000,00304260409,Comune di Rimini,13284.0,13269.0,"Manutenzione straordinaria edifici comunali - pavimentazione palestra Scuola Primaria Enrico Toti
LP-2018/035-6              C95B18000450005",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-09-07+02:00,2019-04-24+02:00,idm426
25,0000000000,00304260409,Comune di Rimini,4326.98,3863.75,"Manutenzione straordinaria edifici comunali - ambienti interni Palazzina Roma
LP-2018/035-7        C95H18000290004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-09-07+02:00,2018-12-17+01:00,idm446
26,0000000000,00304260409,Comune di Rimini,360.0,360.0,"Variazione di bilancio 2018/2020 ai sensi dellart. 175 comma 5
quarter lettera a) del D.Lgs. 267/2000 e gestione Progetto Pane e
Internet anno 2018.",23-AFFIDAMENTO DIRETTO,2018-03-07+01:00,2018-12-31+01:00,idm466
27,0000000000,00304260409,Comune di Rimini,24584.13,0,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2018. INTERVENTI VARI SU ATTREZZATURE PRESSO ASILI NIDO E SCUOLE DEL PATRIMONIO IMMOBILIARE DEL COMUNE DI RIMINI - 1^ ELENCO DI INTERVENTI.
LP-2018/130      C96E18000220004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,,,idm486
28,0000000000,00304260409,Comune di Rimini,50654.6,50654.6,"LP-2018/027
Servizio integrato di gestione e manutenzione del patrimonio stradale comunale affidato alla società in house providing Anthea srl. Interventi di riqualificazione mobilità centro storico.
Regolamentazione accessi al centro storico di Ri",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-10-16+02:00,2019-05-15+02:00,idm504
29,0000000000,00304260409,Comune di Rimini,20491.8,0,Gestione della comunicazione al pubblico sulla qualità delle acque di balneazione  Stagione balneare 2018.Affidamento in House alla Società Anthea SrL ed impegno della spesa,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-05-01+02:00,2018-10-15+02:00,idm524
30,0000000000,00304260409,Comune di Rimini,6506.0,5527.55,"Affidamento in house alla Società Anthea srl  dell'intervento coattivo di prosecuzione bonifica sanitaria, derattizzazione e rifacimento taglio erba con trinciatura sul posto presso l'immobile denominato ""Nuova Questura"" ubicato a Rimini tra le vie B",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-11-15+01:00,2018-11-15+01:00,idm544
31,0000000000,00304260409,Comune di Rimini,12295.08,11987.0,"AFFIDAMENTO ALLA SOCIETA' ANTHEA SRL, SOCIETA' IN HOUSE DEL COMUNE, PER LA GESTIONE DI SERVIZI MANUTENTIVI, RELATIVI ALL'IMPIANTISTICA AFFISSIVA DI PROPRIETA' ED USO COMUNALE",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-07-06+02:00,2018-12-31+01:00,idm564
32,0000000000,00304260409,Comune di Rimini,92873.86,0,"Manutenzione straordinaria edifici comunali - primo gruppo di interventi.
LP-2018/070
CUP C96E18000190004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-04-10+02:00,,idm584
33,0000000000,00304260409,Comune di Rimini,18430.74,0,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2017. 
MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI ANNO 2017: CIMITERI DI CASALECCHIO E SAN MARTINO MONTELABATE
LP-2017/142     C92C17000340004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-12-18+01:00,,idm603
34,0000000000,00304260409,Comune di Rimini,4012.8,0,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2018. 
INTERVENTI DI MANUTENZIONE STRAORDINARIA: PEDANA SPIAGGIA LIBERA, P.LE BOSCOVICH
LP-2018/108         C97B18000080004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-07-30+02:00,,idm622
35,0000000000,00304260409,Comune di Rimini,37216.8,37216.8,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2018. 
MANUTENZIONE STRAORDINARIA STADIO ROMEO NERI: IMPLEMENTAZIONE TELECAMERE
LP-2018/037-2              C95H18000190005",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-08-01+02:00,2018-10-08+02:00,idm641
36,0000000000,00304260409,Comune di Rimini,24821.2,0,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2018. 
MANUTENZIONE STRAORDINARIA PIAZZA MALATESTA: ALLESTIMENTI DI ARREDO URBANO E VERDE ""TEMPORARY GREEN SQUARE""
LP-2018/127          C95I18000420004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-10-18+02:00,,idm661
37,0000000000,00304260409,Comune di Rimini,3934.6,0,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2018. 
MANUTENZIONE STRAORDINARIA DEL MANDO SINTETICO STADIO ROMEO NERI. 
IMPEGNO DI SPESA A FAVORE DELLA SOCIETA' ANTHEA SRL ESECUTRICE DEGLI INTERVENTI
LP-2018/037-5             C95H18000440005",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-11-20+01:00,,idm680
38,0000000000,00304260409,Comune di Rimini,28447.87,0,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2018. 
INTERVENTI PER L'ABBATTIMENTO DELLE BARRIERE ARCHITETTONICHE 2018. IMPEGNO DI SPESA A FAVORE DELLA SOCIETA' ANTHEA SRL ESECUTRICE DEGLI INTERVENTI
LP-2018/133              C91E18000050004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-11-21+01:00,,idm699
39,0000000000,00304260409,Comune di Rimini,53028.89,51054.84,"INTERVENTI EVENTUALI A RICHIESATA ANNUALITA' 2018. 
MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI: RISTRUTTURAZIONE COPERTURA E FACCIATE DELLA SCUOLA INFANZIA STATALE MAREBELLO. 
IMPEGNO DI SPESA A FAVORE DI ANTHEA SRL ESECUTRICE DEGLI INTERVENTI
LP",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-10-06+02:00,2019-04-24+02:00,idm718
40,0000000000,00304260409,Comune di Rimini,210946.86,103803.81,"INTERVENTI EVENTUALI A RICHIESTA ANNUTALITA' 2018. 
MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI - EDILIZIA SPORTIVA: MANUTENZIONE PALESTRA CARIM, PALESTRA DEL VOLLEY, PATTINODROMO, PALESTRA RINALDI
LP-2018/037-4          C95H18000430002",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-11-15+01:00,,idm738
41,0000000000,00304260409,Comune di Rimini,24757.57,14847.82,"INTERVENTI PER IL MIGLIORAMENTO DELLA SICUREZZA IN EDIFICI DEL COMUNE DI RIMINI : ASILO NIDO ISOLA BLU E PALAZZO EX AQUILA D'ORO
LP-2018/065",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-02-13+01:00,,idm757
42,0000000000,00304260409,Comune di Rimini,618032.26,0,"INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2018. 
SERVIZIO DI GESTIONE E MANUTENZIONE DELLE FONTANE PUBBLICHE COMUNALI - COMPLETAMENTO DEL SERVIZO PER L'ANNO 2018 E IMPEGNI DI SPESA DAL 2019 FINO AL 2024. 
AFFIDAMENTO AD ANTHEA SRL
LP-2018/111-1",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-10-30+01:00,,idm776
43,0000000000,00304260409,Comune di Rimini,4477.09,851.0,SERVIZIO INTEGRATO DI GESTIONE E MANUTENZIONE DEL PATRIMONIO EDILIZIO COMUNALE AFFIDATO ALLA SOCIET IN HOUSE ANTHEA SRL. INTERVENTI EVENTUALI A RICHIESTA ANNUALITA' 2018. INTERVENTI PER IL MIGLIORAMENTO DELLA SICUREZZA IN EDIFICI DEL COMUNE DI RIMINI,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-05-28+02:00,,idm795
44,0000000000,00304260409,Comune di Rimini,0,0,"Ricerca sponsorizzazioni a sostegno dell'evento culturale ""Antico/Presente - Festival del Mondo Antico 2018"" XX^ Edizione",01-PROCEDURA APERTA,,,idm814
45,0000000000,00304260409,Comune di Rimini,7500.0,7500.0,GRATUITA' E POTENZIAMENTO SERVIZIO DI TRASPORTO PUBBLICO CAPODANNO 2018-2019,23-AFFIDAMENTO DIRETTO,2018-12-31+01:00,2019-01-01+01:00,idm826
46,0000000000,00304260409,Comune di Rimini,0,0,Procedura negoziata per la cessione temporanea dei diritti di pubblicazione per mezzo stampa dell'opera di Federico Fellini denominata il libro dei sogni,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm846
47,0000000000,00304260409,Comune di Rimini,0,0,"Per manifestazione d¿interesse per partecipare alla procedura per l'affidamento del servizio di sorveglianza delle sedi museali destinate ad ospitare la terza edizione dell¿evento denominato ¿BIENNALE DEL DISEGNO 2018¿, da acquisire mediante richiest",01-PROCEDURA APERTA,,,idm858
48,0000000000,00304260409,Comune di Rimini,40.3,40.3,ACQUISTO STAMPATI,23-AFFIDAMENTO DIRETTO,2018-12-14+01:00,2018-12-17+01:00,idm870
49,0000000000,00304260409,Comune di Rimini,134235.62,0,"OPERA LP-2016/006
Servizio integrato di gestione e manutenzione del patrimonio stradale comunale affidato alla Società in house providing Anthea srl. INTERVENTI EVENTUALI.
Azione sostitutiva amministrazione comunale per completamento opera di urban",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-12-05+01:00,,idm890
50,0000000000,00304260409,Comune di Rimini,245901.64,0,"MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI 2018: ADEGUAMENTO ANTINCENDIO PALESTRE SCOLASTICHE
LP-2018/137          C92H17000170004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-12-05+01:00,,idm909
51,0000000000,00304260409,Comune di Rimini,196739.09,104897.23,"MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI QUINTO GRUPPO DI INTERVENTI.
LP-2018/035-9     C95B18001160004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-12-27+01:00,,idm928
52,0000000000,00304260409,Comune di Rimini,114754.09,0,"OPERA 2018/143
sERVIZIO INTEGRATO DI GESTIONE E MANUTENZIONE DEL PATRIMONIO EDILIZIO COMUNALE AFFIDATO ALLA SOCIETA' IN HOUSE PROVIDING ANTGEA SRL. INTERVENTI EVENTUALI.
RESTAURO CONSERVATIVO DELLA FACCIATA STORICA DELLA TRIBUNA CENTRALE DELLO STAD",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-12-19+01:00,,idm947
53,0000000000,00304260409,Comune di Rimini,85631.24,80339.28,"OPERA LP-2018/037-1
Servizio integrato di gestione e manutenzione del patrimonio edilizio comunale in forma di global service affidato alla società in house Anthea srl.
INTERVENTI EVENTUALI
Intervento di bonifica amianto e sostituzione copertura t",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-06-18+02:00,2018-09-07+02:00,idm966
54,0000000000,00304260409,Comune di Rimini,18122.59,0,OPERA LP-2018/117 Demolizione di Opere abusive in via regina Margherita n. 153/g,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-10-05+02:00,,idm986
55,0000000000,00304260409,Comune di Rimini,143300.2,0,"OPERA LP-2018/121
Servizio integrato di gestione e manutenzione del patrimonio edilizio comunale in forma di global service affidato alla società in house providing Anthea srl. INTERVENTI EVENTUALI.
Ristrutturazione ex stamperia di Via De Warthema",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-10-17+02:00,,idm1005
56,0000000000,00304260409,Comune di Rimini,40597.79,40597.79,Numero Opera 2018/28-2. Servizio Integrato di gestione e manutenzione del Patrimonio stradale comunale in forma di Global Service affidato alla Società in house providing Anthea S.r.l. Interventi Eventuali. Affidamento ad Anthea delle attività esecut,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-11-30+01:00,2019-05-31+02:00,idm1024
57,0000000000,00304260409,Comune di Rimini,8034.33,8034.33,"SERVIZIO DI GESTIONE E MANUTENZIONE DEL PARCO AUTOMEZZI, MACCHINE OPERATRICI E ALTRI VEICOLI DEL COMUNE DI RIMINI AFFIDATO IN HOUSE AD ANTHEA S.R.L. PER IL TRIENNIO 2018/2020. IMPEGNO DI SPESA PER INTERVENTI EXTRA-CONVENZIONE ANNO 2018",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-12-17+01:00,2018-12-31+01:00,idm1044
58,0000000000,00304260409,Comune di Rimini,7132.44,0,"Anello delle Nuove piazze - Piazza Malatesta - I° LOTTO CORTE A MARE
Passaggio da bassa a media tensione della fornitura elettrica esistente e innalzamento della potenza disponibile a 300KW della Rocca Malatestiana.
Affidamento ad Anthea srl
LP-20",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-01-30+01:00,,idm1064
59,0000000000,00304260409,Comune di Rimini,21881.5,0,"Opera N. LP-2015/117 Demolizione di opere abusive realizzate presso immobile sito in Via Maceri, n. 32/Q.
 CUP C98F15000050007",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-08-07+02:00,,idm1083
60,0000000000,00304260409,Comune di Rimini,4905.0,0,"Azione sostitutiva per la realizzazione Palestra Villaggio I Maggio.
Piantumazioni alberi e siepi. Affidamento ad Anthea srl
LP-2016/011     C97B15001990004",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-12-21+01:00,,idm1102
61,0000000000,00304260409,Comune di Rimini,90822.68,0,"OPERA 2017/128
Servizio integrato di gestione e manutenzione del patrimonio edilizio comunale in forma di Global Service affidato alla Società in house providing Anthea srl. INTERVENTI EVENTUALI.
VALORIZZAZIONE DI PORTA GALLIANA - 1^ STRALCIO. SPOS",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-06-13+02:00,,idm1121
62,0000000000,00304260409,Comune di Rimini,45278.27,18031.3,Servizio GDPR,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-05-21+02:00,2020-12-31+01:00,idm1140
63,0000000000,00304260409,Comune di Rimini,0,0,Avviso di indagine di Mercato- Manifestazione d'interesse per partecipare alla procedura per l'affidamento del servizio di stampa digitale su pannelli adesivisi e su PVC necessari all'allestimento delle sedi museali destinate ad ospitare la terza edi,01-PROCEDURA APERTA,,,idm1160
64,0000000000,00304260409,Comune di Rimini,0,0,"AVVISO manifestazione d¿interesse per partecipare alla procedura per l'affidamento del servizio di stampa su carta del materiale (manifesti locandine, biglietti ecc.) in occasione della  terza edizione dell¿evento denominato ¿BIENNALE DEL DISEGNO 201",21-PROCEDURA RISTRETTA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,,,idm1172
65,0000000000,00304260409,Comune di Rimini,1600.0,0,"servizi microfonici e di amplificazione in occasione di
cerimonie inaugurali di nuovi luoghi ed edifici e di cerimonie istituzionali in aree pubbliche  anno 2019",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2019-04-01+02:00,2019-12-31+01:00,idm1184
66,0000000000,00304260409,Comune di Rimini,28688.52,28622.4,"Servizio Integrato di gestione e manutenzione del patrimonio stradale comunale in forma
di Global Service affidato alla Società in house providing Anthea s.r.l.
INTERVENTI EVENTUALI.
Rifunzionalizzazione ed asfaltatura di Piazza Malatesta
Approva",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2018-10-26+02:00,2018-10-31+01:00,idm1204
67,0000000000,00304260409,Comune di Rimini,315458.84,0,"OPERA LP-2019/046
Servizio integrato di gestione e manutenzione del patrimonio edilizio comunale in forma di Global Service affidato alla Società in house Anthea srl.
INTERVENTI EVENTUALI.
Affidamento ad Anthea srl delle attività di progettazione",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2019-05-10+02:00,,idm1224
68,0000000000,00304260409,Comune di Rimini,934785.41,701080.02,GESTIONE CIMITERI E POLIZIA MORTUARIA,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2019-01-01+01:00,2019-12-31+01:00,idm1243
69,0000000000,00304260409,Comune di Rimini,4098.0,0,MANUTENZIONE PRESSO IL CANILE COMUANEL S. CERNI DI RIMINI - BOX CANI PERICOLOSI,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2019-05-28+02:00,,idm1263
70,0000000000,00304260409,Comune di Rimini,4032.01,0,Servizio di spostamento del firewall del Comune di Rimini presso il   Data Center di Lepida,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,,,idm1282
71,0000000000,00304260409,Comune di Rimini,610.0,0,"CORSO IN HOUSE ""CODING"" PI",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-01-11+01:00,2019-04-16+02:00,idm1300
72,0000000000,00304260409,Comune di Rimini,2040.0,2040.0,CORSO IN HOUSE . PUBBLICA ISTRUZIONE - A. CHIANTERA - EDUCAZIONE LIGUISTICA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-01-29+01:00,2019-03-18+01:00,idm1320
73,0000000000,00304260409,Comune di Rimini,610.0,610.0,CORSO IN HOUSE - PUBBLICA ISTRUZIONE - CODING,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-01-11+01:00,2019-03-31+01:00,idm1340
74,0000000000,00304260409,Comune di Rimini,2090.16,0,Servizio di presidio sistemistico elettorale in occasione delle elezioni europee del 26/05/2019,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,,,idm1360
75,0000000000,00304260409,Comune di Rimini,2924.0,0,SERVIZIO VIGILE DEL FUOCO IN OCCASIONE DI EVENTO ESTIVO,23-AFFIDAMENTO DIRETTO,2019-06-22+02:00,2019-06-23+02:00,idm1378
76,0000000000,00304260409,Comune di Rimini,280195.6,0,"OPERA LP-2019/017
Servizio integrato di conservazione, gestione e valorizzazione del patrimonio comunale affidato alla società in house providing Anthea srl. interventi enentuali. 
""Lavori necessari e finalizzati all'entrata in esercizio del TRC. I",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2019-08-05+02:00,,idm1398
77,0000000000,00304260409,Comune di Rimini,225.0,0,"IMPEGNO DI SPESA PER PAGAMENTO MAV PER LETTERA INVITO PER L'AFFIDAMENTO DEL SERVIZIO DI APERTURA, CHIUSURA E CUSTODIA DEGLI IMPIANTI SPORTIVI COMUNALI PER IL CALCIO DI INA CASA E VISERBELLA",28-PROCEDURA AI SENSI DEI REGOLAMENTI DEGLI ORGANI COSTITUZIONALI,2019-08-02+02:00,,idm1417
78,0000000000,00304260409,Comune di Rimini,860.0,0,SERVIZIO VIGILI DEL FUOCO C/O COCNERTO NOTTE ROPSA P.LE FELLINI,23-AFFIDAMENTO DIRETTO,2019-07-05+02:00,2019-07-06+02:00,idm1436
79,0000000000,00304260409,Comune di Rimini,417.0,0,"svuotamento, demolizione e rottamazione Rotarchivio Servizio Anagrafe-Certificati Storici",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2019-08-30+02:00,2019-09-30+02:00,idm1456
