n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
21,Z0816CCED3,00147990923,Comune di Cagliari,1996.00,0.00,confezionamento e trasporto composizioni floreali in occasione della commemorazioni dei defunti del 1 e 2 novembre e dell'Unità Nazionale e giornata delle Forze Armate del 4 novembre 2015,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-10-31,2015-11-01,idm436
22,ZE02AC8BAB,00147990923,Comune di Cagliari,0.00,0.00,DELIBERAZIONE DELLA G.C. 124/2019 - DETERMINAZIONE A CONTRARRE PER L'AFFIDAMENTO DIRETTO DEL SERVIZIO LEGALE DI CONSULENZA PRECONTENZIOSA E SUCCESSIVA ASSISTENZA IN GIUDIZIO,23-AFFIDAMENTO DIRETTO,2019-11-27,,idm462
23,Z2F18B1A0F,00147990923,Comune di Cagliari,900.00,0.00,Colazione di lavoro per ospitalità ai consulenti CIO (Comitato Internazionale Olimpico) in occasione visita per candidatura città di Cagliari quale sede per le regate veliche Olimpiadi Roma 2024,23-AFFIDAMENTO DIRETTO,2016-03-01,2016-03-01,idm475
24,Z9618ABA48,00147990923,Comune di Cagliari,419.09,419.09,Colazione di lavoro in occasione della visita del CIO (Comitato Internazionale Olimpico) candidatura Cagliari quale sede regate veliche Olimpiadi 2024,23-AFFIDAMENTO DIRETTO,2016-03-02,2016-03-02,idm495
25,ZD21953C31,00147990923,Comune di Cagliari,2746.20,2746.20,Addobbo floreale cortile e sale di rappresentanza del Palazzo Civico di Via Roma in occasione della Sagra di Sant'Efisio 2016,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-04-30,2016-05-01,idm515
26,Z7E19448F2,00147990923,Comune di Cagliari,3400.00,3400.00,Riproduzione fotografica su banner da posizionare nella facciata del Palazzo Civico di Via Roma in occasione della Sagra di Sant'Efisio 2016,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-04-29,2016-05-01,idm541
27,Z29196C3EE,00147990923,Comune di Cagliari,2340.00,2340.00,Catering presso le sale di rappresentanza del palazzo civico di Via Roma in occasione della Sagra di Sant'Efisio anno 2016,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-04-30,2016-05-01,idm591
28,ZF8142670D,00147990923,Comune di Cagliari,333.32,0.00,LEZIONI DI EQUITAZIONE PER I MAZZIERI A CAVALLO A SEGUITO DELL'ALTER NOS IN OCCASIONE DELLA 359ª SAGRA DI SANT'EFISIO 2015,23-AFFIDAMENTO DIRETTO,,,idm623
29,ZA713AFC9A,00147990923,Comune di Cagliari,654.54,0.00,SERVIZIO DI RISTORAZIONE (PRANZO DI LAVORO) DA RENDERE IN OCCASIONE DELLA VISITA DEL PRESIDENTE DELLA CAMERA DEI DEPUTATI - RISTORANTE LO SCOGLIO,23-AFFIDAMENTO DIRETTO,2015-05-20,2015-05-20,idm641
30,Z2314C939D,00147990923,Comune di Cagliari,9.15,0.00,"SERVIZIO DI ALLESTIMENTO DI DUE SCHERMI MODULARI DA POSIZIONARE NELLA VIA ROMA IN OCCASIONE DELLA MANIFESTAZIONE ""RALLY ITALIA SARDEGNA EDIZIONE 2015"" DEL 11/06/2015 - AGGIUDICAZIONE E IMPEGNO SPESA.",03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,2015-06-11,2015-06-11,idm661
31,Z550F2FF2E,00147990923,Comune di Cagliari,912.56,0.00,SERVIZIO DI ALLESTIMENTO ADDOBBO FLOREALE CORTILE PALAZZO COMUNALE E SALE DI RAPPRESENTANZA IN OCCASIONE DELLA 358ª SAGRA DI SANT'EFISIO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2014-04-30,2014-04-30,idm687
32,634411949D,00147990923,Comune di Cagliari,20000.00,20000.00,Proroga servizio spedizione invii postali: mesi settembre e ottobre 2015,23-AFFIDAMENTO DIRETTO,2015-07-23,2015-10-31,idm713
33,Z2A207C8DA,00147990923,Comune di Cagliari,648.00,648.00,servizio di realizzazione e stampa a colori di n. 9 manifesti a colori 6 metri X 3 metri in carta per affissione calendario condiviso di eventi“PARITÀ È RISPETTO DELLE DIFFERENZE. CAGLIARI CONTRO LA VIOLENZA”,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2017-11-09,2017-11-14,idm733
34,5888522214,00147990923,Comune di Cagliari,13389.00,13389.00,SERVIZIO DI RESOCONTAZIONE INTEGRALE DELLE SEDUTE DEL CONSIGLIO COMUNALE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2015-01-12,2015-12-31,idm756
35,6160308EF7,00147990923,Comune di Cagliari,30000.00,0.00,PROROGA CONTO CONTRATTUALE NUMERO 30001605: GESTIONE COMUNICAZIONI DI AVVENUTO DEPOSITO E NOTIFICA ATTI GIUDIZIARI - POSTE ITALIANE S.P.A.,23-AFFIDAMENTO DIRETTO,2015-03-04,2015-12-31,idm782
36,66811313B7,00147990923,Comune di Cagliari,463.60,463.60,AFFIDAMENTO INTERVENTO DI SCOLLAUDO MACCHINA AFFRANCATRICE,23-AFFIDAMENTO DIRETTO,,,idm802
37,653344408D,00147990923,Comune di Cagliari,7000.00,7000.00,INTEGRAZIONE IMPEGNO SPESA PROROGA SERVIZIO SPEDIZIONE INVII POSTALI: MESI NOVEMBRE - DICEMBRE 2015 - NEOPOST ITALIA SRL (PROVIDER POSTE ITALIANE SPA),23-AFFIDAMENTO DIRETTO,2015-12-23,2015-12-31,idm820
38,Z2321236BE,00147990923,Comune di Cagliari,775.00,775.00,Affidamento servizio di grafica e stampa del materiale tipografico per l'incontro ¿ dibattito sull'attività svolta dal gruppo Forza Italia che si terrà il 29 dicembre 2017,23-AFFIDAMENTO DIRETTO,2017-12-20,2017-12-27,idm840
39,692791584F,00147990923,Comune di Cagliari,1000.00,1000.00,Proroga servizio di resocontazione integrale e post produzione audio/video delle sedute del Consiglio comunale - gennaio 2017,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2017-01-01,2017-01-31,idm860
40,688224938A,00147990923,Comune di Cagliari,2260.00,2260.00,Organizzazione corso di formazione per amministratori sui principali contenuti del testo unico degli enti locali,23-AFFIDAMENTO DIRETTO,2016-12-12,2016-12-12,idm880
41,ZAC2267DFE,00147990923,Comune di Cagliari,15499.00,15499.00,servizio di resocontazione integrale e post produzione audio/video delle sedute del Consiglio Comunale - 1 aprile 2018/31 marzo 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-04-01,2019-03-31,idm900
42,66059824CC,00147990923,Comune di Cagliari,700.00,699.98,"SERVIZIO DI STAMPA FOGLI ""CARTA INFORMATIVA. VIOLENZA SUGLI ADULTI""",23-AFFIDAMENTO DIRETTO,2016-03-13,2016-03-18,idm920
43,6631760D77,00147990923,Comune di Cagliari,5000.00,2389.23,"SERVIZIO POSTALE DI RACCOLTA, SMISTAMENTO, TRASPORTO E DISTRIBUZIONE, I.E. RECAPITO DEGLI INVII POSTALI - IMPEGNO DI SPESA PER ESTENSIONE QUINTO D'OBBLIGO - SPESE POSTALI ELETTORALI REFERENDUM POPOLARE 17/04/2016",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2016-03-18,2016-04-08,idm940
44,701936968A,00147990923,Comune di Cagliari,300.00,300.00,"Organizzazione convegno dal titolo ""Legalità, Anticorruzione ed etica della politica""",23-AFFIDAMENTO DIRETTO,2017-03-21,2017-03-21,idm960
45,65091364F3,00147990923,Comune di Cagliari,58916.00,15.40,ADESIONE SERVIZI POSTE ITALIANE SPA POSTA BASIC EASY E POSTA PICK - UP MAIL. IMPEGNO SPESA GESTIONE ATTI GIUDIZIARI ANNO 2016,23-AFFIDAMENTO DIRETTO,,,idm980
46,ZED2638893,00147990923,Comune di Cagliari,32461.50,32461.50,Aggiornamento tecnologico del sistema integrato multimediale di gestione delle sedute consiliari,23-AFFIDAMENTO DIRETTO,2018-12-16,2018-12-21,idm998
47,Z00210C770,00147990923,Comune di Cagliari,2700.00,2700.00,Affidamento del servizio di formazione per gli Amministratori sul bilancio comunale,23-AFFIDAMENTO DIRETTO,2017-12-07,2017-12-07,idm1018
48,649853156D,00147990923,Comune di Cagliari,245.00,245.00,STAMPA DI VOLANTINI SULL'ATTIVITA' ISTITUZIONALE DEL GRUPPO CONSILIARE LA BASE SARDEGNA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2015-12-22,2015-12-30,idm1038
49,68626852D1,00147990923,Comune di Cagliari,823.50,823.50,"Servizio di realizzazione e stampa manifesti per calendario condiviso di eventi, denominato -La cultura del rispetto. Cagliari contro la violenza-",23-AFFIDAMENTO DIRETTO,2016-11-11,2016-11-16,idm1061
50,6190327371,00147990923,Comune di Cagliari,200.00,200.00,"UTILIZZO SPAZI PER L'INIZIATIVA ""ACQUA, INFRASTRUTTURE E SERVIZI PRIMARI A CAGLIARI E IN SARDEGNA"" ORGANIZZATA DAL GRUPPO CONSILIARE SARDEGNA PULITA",23-AFFIDAMENTO DIRETTO,2015-03-27,2015-03-27,idm1081
51,68822357FB,00147990923,Comune di Cagliari,180.00,180.00,"Servizio di ideazione e stampa di manifesti e flyers per il convegno dal titolo ""Il nuovo ruolo delle autonomie locali nella riforma della Carta Costituzionale"" organizzato dal Gruppo consiliare Popolari e Azzurri per Cagliari",23-AFFIDAMENTO DIRETTO,2016-11-24,2016-11-27,idm1101
52,6353009CDD,00147990923,Comune di Cagliari,76885.18,26009.36,Determinazione a contrarre per l'avvio della procedura negoziata di cottimo fiduciario mediante RDO sul mercato elettronico della pubblica amministrazione (MEPA) per l'acquisizione del servizio postale,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2016-02-18,2017-02-17,idm1121
53,669102587F,00147990923,Comune di Cagliari,6500.00,5845.37,"SERVIZIO POSTALE DI RACCOLTA, SMISTAMENTO, TRASPORTO E DISTRIBUZIONE, I.E. RECAPITO DEGLI INVII POSTALI - IMPEGNO DI SPESA PER ESTENSIONE QUINTO D'OBBLIGO - SPESE POSTALI ELETTORALI ELEZIONE DIRETTA DEL SINDACO E DEL CONSIGLIO COMUNALE  05/06/2016",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2016-05-11,2016-06-19,idm1147
54,Z64224D2B6,00147990923,Comune di Cagliari,200.00,200.00,impegno di spesa per l'organizzazione di un incontro aperto alla cittadinanza in tema di azioni e progetti organizzato dal Gruppo Consiliare Partito Democratico,23-AFFIDAMENTO DIRETTO,2018-03-15,2018-03-15,idm1167
55,Z7B201E71D,00147990923,Comune di Cagliari,591.00,591.00,"servizio di trasporto e pernottamento di n. 2 relatori per il convegno dal titolo ""Contrasto al terrorismo per una Cagliari città sicura"", organizzato dal Gruppo Consiliare Misto, che si è tenuto a Cagliari il 13 ottobre 2017",23-AFFIDAMENTO DIRETTO,2017-10-10,2017-10-13,idm1187
56,6500904BAE,00147990923,Comune di Cagliari,12000.00,12000.00,SERVIZIO DI RESOCONTAZIONE INTEGRALE E POST PRODUZIONE AUDIO/VIDEO DELLE SEDUTE DEL CONSIGLIO COMUNALE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2016-01-01,2016-12-31,idm1207
57,6570019730,00147990923,Comune di Cagliari,183.00,183.00,CANONE MANUTENZIONE SERVER POSTALE 2016,23-AFFIDAMENTO DIRETTO,2016-01-29,2016-12-31,idm1239
58,6889219B5B,00147990923,Comune di Cagliari,15516.00,14197.14,Servizio di resocontazione integrale e post  produzione delle registrazioni audio/video per la pubblicazione ed archiviazione delle sedute del Consiglio comunale,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2017-02-01,2018-01-31,idm1259
59,6461479526,00147990923,Comune di Cagliari,500.00,500.00,SERVIZIO DI IDEAZIONE E STAMPA A COLORI DI MANIFESTI PER IL PROGRAMMA “DIFFERENZA E' BELLEZZA. CAGLIARI CONTRO LA VIOLENZA”,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2015-11-11,2015-11-16,idm1282
60,6059152A66,00147990923,Comune di Cagliari,8950.00,8900.00,SERVIZIO ASSISTENZA TECNICA SISTEMA INTEGRATO MULTIMEDIALE AULA CONSILIARE ANNO 2015,23-AFFIDAMENTO DIRETTO,2015-01-01,2015-12-31,idm1305
61,Z7B2172E99,00147990923,Comune di Cagliari,2586.00,2586.00,servizio di resocontazione integrale e post produzione audio/video delle sedute del Consiglio Comunale per i mesi di febbraio e marzo 2018,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2018-02-01,2018-03-31,idm1325
62,Z652AFE1D7,00147990923,Comune di Cagliari,33827.12,0.00,FORNITURA DI HARDWARE E SOFTWARE E SERVIZIO ACCESSORIO DI ASSEMBLAGGIO PER LA GESTIONE MULTIMEDIALE DELLE SEDUTE DEL CONSIGLIO COMUNALE. AFFIDAMENTO ATTRAVERSO IL MERCATO ELETTRONICO DELLA PUBBLICA AMMINISTRAZIONE (MEPA),23-AFFIDAMENTO DIRETTO,,,idm1345
63,ZF1273813A,00147990923,Comune di Cagliari,17355.00,0.00,servizio di resocontazione integrale e post produzione audio/video delle sedute del Consiglio Comunale - 2019/2021,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-07-01,2021-06-30,idm1363
64,7689126381,00147990923,Comune di Cagliari,250.00,250.00,Impegno di spesa per un incontro pubblico dal titolo “La città a misura d'uomo” - Gruppo Consiliare Partito Democratico,23-AFFIDAMENTO DIRETTO,2018-11-17,2018-11-17,idm1422
65,6502068C3E,00147990923,Comune di Cagliari,4250.00,4250.00,"SERVIZIO DI STAMPA DELLA ""CARTA INFORMATIVA. VIOLENZA SUGLI ADULTI""",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2015-12-28,2015-12-31,idm1442
66,609874291A,00147990923,Comune di Cagliari,409.84,409.84,SERVIZIO DI MODIFICA DELL'IMPIANTO ELETTRICO AULA CONSILIARE,23-AFFIDAMENTO DIRETTO,2015-01-21,2015-01-23,idm1465
67,61288739FD,00147990923,Comune di Cagliari,40000.00,40000.00,Proroga servizio spedizione invii postali: 1° semestre 2015 - Neopost Italia S.r.l. Provider Poste Italiane,23-AFFIDAMENTO DIRETTO,2015-02-11,2015-06-30,idm1485
68,645810225D,00147990923,Comune di Cagliari,25000.00,25000.00,PROROGA SERVIZIO SPEDIZIONE INVII POSTALI: MESI NOVEMBRE E DICEMBRE 2015 - NEOPOST ITALIA SRL (PROVIDER POSTE ITALIANE SPA),23-AFFIDAMENTO DIRETTO,2015-11-04,2015-12-31,idm1505
69,76609342BB,00147990923,Comune di Cagliari,280.00,280.00,affidamento del servizio di  stampa di n. 8 manifesti 6x3 metri per pubblicizzare il calendario condiviso di eventi Viva la libertà. CAGLIARI CONTRO LA VIOLENZA,23-AFFIDAMENTO DIRETTO,2018-10-22,2018-10-24,idm1525
70,7985107EBD,00147990923,Comune di Cagliari,167600.00,14140.16,SERVIZIO DI SEPOLTURA E OPERAZIONI CORRELATE NEI CIMITERI CITTADINI PER N. 12 MESI DAL 1-12-2019 AL 30-11-2020,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,2019-12-01,2020-11-30,idm1545
71,ZD81FD0A79,00147990923,Comune di Cagliari,5600.00,800.00,SERVIZIO ALLESTIMENTO SEDI PER LA CELEBRAZIONE DEI MATRIMONI E UNIONI CIVILI,23-AFFIDAMENTO DIRETTO,2017-09-16,2017-12-31,idm1574
72,7614065D32,00147990923,Comune di Cagliari,146331.75,154091.49,SERVIZIO DI VIGILANZA ARMATA E PORTIERATO NEI CIMITERI CITTADINI,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2018-09-20,2019-12-31,idm1594
73,Z1620C8A1B,00147990923,Comune di Cagliari,850.00,850.00,ALLESTIMENTO SPAZIO EVENTO FIORI E SPOSE,23-AFFIDAMENTO DIRETTO,2017-11-17,2017-11-19,idm1614
74,ZC72684BD7,00147990923,Comune di Cagliari,0.00,0.00,SERVIZIO DI RESOCONTAZIONE INTEGRALE DELLE SEDUTE DEL CONSIGLIO DELLA MUNICIPALITA' DI PIRRI - ANNUALITA' 2019 - 2020 -2021,23-AFFIDAMENTO DIRETTO,2019-01-01,,idm1634
75,7914697694,00147990923,Comune di Cagliari,181560.00,36213.50,Determina a contrarre per indizione nuova procedura di gara per l’affidamento del servizio di valorizzazione museale e turismo-culturale del Cimitero Monumentale di Bonaria,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-08-09,2021-08-08,idm1647
76,Z841771873,00147990923,Comune di Cagliari,7000.00,2530.00,SERVIZIO  RECUPERO E TRASPORTO SU CHIAMATA DELL'AUTORITA' GIUDIZIARIA O PER ESIGENZE IGIENICO SANITARIE ANNO 2016- APPROVAZIONE DISCIPLINARE PER L'AFFIDAMENTO DIRETTO DEL SERVIZIO E IMPEGNO DI MASSIMA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-12-28,2016-12-31,idm1679
77,ZA61891126,00147990923,Comune di Cagliari,33250.00,40638.81,"AFFIDAMENTO DEL SERVIZIO DI CUSTODIA, VIGILANZA, TELESORVEGLIANZA E PRONTO INTERVENTO NEL CIMITERO DI SAN MICHELE.",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-07-01,2016-12-31,idm2144
78,Z8B1115748,00147990923,Comune di Cagliari,4567.51,4567.49,SERVIZIO DI TRASCRIZIONE DELLE SEDUTE CONSILIARI DELLA MUNICIPALITA' DI PIRRI,23-AFFIDAMENTO DIRETTO,2014-10-01,2016-06-30,idm2164
79,Z1D2A4AF27,00147990923,Comune di Cagliari,1500.00,1500.00,Valorizzazione del cimitero di bonaria evento promozionale per le scuole cittadine. Organizzazione coffe break.,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm2184
80,ZC8120F17C,00147990923,Comune di Cagliari,7000.00,6462.00,SERVIZIO DI RECUPERO E TRASPORTO SALME SU CHIAMATA DELL'AUTORITA' GIUDIZIARIA O PER ESIGENTE IGIENICO SANITARIE 2015,23-AFFIDAMENTO DIRETTO,2015-01-01,2015-12-27,idm2202
81,Z7828FA76A,00147990923,Comune di Cagliari,27734.00,17030.20,"affidamento diretto del servizio di trasporto e onoranze funebri per indigenti, ai sensi dell'art. 36, comma 2, lettera a), del D. Lgs n. 50/2016, sulla piattaforma Sardegna Cat. Aggiudicazionein favore della ditta Agenzia Funebre I Tulipani",23-AFFIDAMENTO DIRETTO,2019-07-04,2020-06-30,idm2246
82,6993433B78,00147990923,Comune di Cagliari,0.00,0.00,Affidamento servizio di sepoltura e operazioni correlate dei cimiteri cittadini,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,2017-06-01,2018-01-31,idm2266
83,53544686C5,00147990923,Comune di Cagliari,162773.75,131807.04,Affidamento servizio di attività integrate di valorizzazione del cimitero monumantale di Bonaria,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2014-03-01,2016-03-09,idm2310
84,Z9C2A05250,00147990923,Comune di Cagliari,2800.00,2800.00,"Affidamento per la fornitura ed allestimento di uno spazio espositivo nell'ambito della manifestazione Inventa le tue nozze, per la promozione del servizio di celebrazione dei matrimoni e costituzione delle unioni civili",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm2339
85,Z6B117AB37,00147990923,Comune di Cagliari,27625.60,30865.34,PROCEDURA NEGOZIATA PER L'AFFIDAMENTO DEL SERVIZIO DI VIGILANZA PRESSO IL CIMITERO DI SAN MICHELE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-02-01,2016-01-31,idm2357
86,Z0123C4102,00147990923,Comune di Cagliari,20900.00,31136.60,DETERMINAZIONE A CONTRARRE PER L'AFFIDAMENTO DEL SERVIZIO DI ONORANZE FUNEBRI PER INDIGENTI PERIODO 8/06-2018 AL 30/06/2019.APPROVAZIONE DOCUMENTAZIONE DI GARA IMPEGNO DI SPESA,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,2018-06-08,2019-06-30,idm2377
87,Z8C2147A11,00147990923,Comune di Cagliari,12000.00,0.00,determinazione a contrarre per l'affidamento della realizzazione di una  teca digitale informativa presso il Cimitero monumentale di Bonaria. Affidamento sottosoglia mediante trattativa diretta con singolo fornitore sulla piattaforma MEPA,23-AFFIDAMENTO DIRETTO,2017-12-21,2017-12-31,idm2400
88,ZE8280DD9E,00147990923,Comune di Cagliari,11990.00,0.00,Servizio di allestimento sedi per la celebrazione dei matrimoni e unioni civili,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm2420
89,ZAE2A04489,00147990923,Comune di Cagliari,2918.00,0.00,Promozione del servizio di celebrazione dei matrimoni e delle unioni civili nei nuovi siti mediante utilizzo spazio espositivo evento Fiori e Spose.,23-AFFIDAMENTO DIRETTO,,,idm2441
