n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
27,Z5C19371E2,00351040423,"Comune di Ancona - Direzione Cultura, Turismo, Musei e Gr.Eventi, Decentram,  Partecipazione, Politiche Giovanili, Città Universitaria",13920.00,13697.28,DETERMINA A CONTRARRE PER L'AFFIDAMENTO DEL SERVIZIO DI VIGILANZA ANTI INCENDIO PER MANIFESTAZIONI ORGANIZZATE O SOSTENUTE DAL COMUNE DI ANCONA MEDIANTE PROCEDURA NEGOZIATA AI SENSI DELL' ART. 125 DEL D.LGS 163/200 - CIG: Z5C19371E2 -ANNO 2016-2017,23-AFFIDAMENTO DIRETTO,2016-04-08,2017-12-31,idm693
28,Z9F1996300,00351040423,"Comune di Ancona - Direzione Cultura, Turismo, Musei e Gr.Eventi, Decentram,  Partecipazione, Politiche Giovanili, Città Universitaria",6095.94,4571.75,DETERMINA A CONTRARRE PER INDIZIONE PROCEDURA DI EVIDENZA PUBBLICA PER L’AFFIDAMENTO DEL SERVIZIO DI GESTIONE SOCIAL MARKETING TURISTICI - MAGGIO 2016 - APRILE 2019” AI SENSIDEGLI ARTT. 30 E 36 DEL D. LGS. 50/201 6. CIG: Z9F1996300- anni 18/19,01-PROCEDURA APERTA,2016-05-31,2017-04-30,idm713
29,662878566D,00351040423,"Comune di Ancona - Direzione Politiche Sociali, Servizi Scolastici ed Educativi",699675.60,0,procedura aperta appalto servizio trasporto disabili  aggiudicazione definitiva,01-PROCEDURA APERTA,2016-06-09,2020-06-08,idm733
30,ZC51A8B069,00351040423,"Comune di Ancona - Direzione Finanze, Tributi, Soc.Partecipate,  Prog. Comunitari, Economato",16131.60,9678.96,ADESIONE CONVENZIONE CONSIP – APPARECCHIATURE MULTIFUNZIONE 25 - NOLEGGIO - LOTTO 2,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2016-09-01,2021-08-31,idm753
31,Z021A6A249,00351040423,Comune di Ancona - Ufficio Informatica,3800.00,3800.00,AFFIDAMENTO DIRETTO SERVIZI DI SUPPORTO TECNICO PER COSTITUZIONE NAZIONALE POPOLAZIONE RESIDENTE,23-AFFIDAMENTO DIRETTO,2016-07-21,2016-12-31,idm773
32,ZF51AF9C4F,00351040423,"Comune di Ancona - Direzione Finanze, Tributi, Soc.Partecipate,  Prog. Comunitari, Economato",39800.00,39300.74,"DETERMINAZIONE A CONTRARRE PER LA FORNITURA DI METANO PER AUTOTRAZIONE VEICOLI COMUNALI MEDIANTE PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE  DI BANDO DI GARA EX ART.36, COMMA 2, LETTERA A) DEL D.LGS.50/2016",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-12-01,2019-02-28,idm793
33,6783454B51,00351040423,"Comune di Ancona - Direzione Politiche Sociali, Servizi Scolastici ed Educativi",0.00,0,DETERMINAZIONE A CONTRARRE PER L'AFFIDAMENTO MEDIANTE PROCEDURA APERTA DELL'APPALTO PER LA GESTIONE DEL SERVIZIO DI RISTORAZIONE SCOLASTICA,01-PROCEDURA APERTA,2017-01-01,2017-12-31,idm813
34,ZF11B9E7B6,00351040423,Comune di Ancona - Ufficio Informatica,24436.00,15778.52,AFFIDAMENTO TRAMITE PROCEDURA NEGOZIATA PROGETTO DI EVOLUZIONE DEL SW DI GESTIONE DEL PERSONALE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-10-27,2016-12-31,idm827
35,Z831BC7A5A,00351040423,"Comune di Ancona - Direzione Finanze, Tributi, Soc.Partecipate,  Prog. Comunitari, Economato",2524.50,2752.50,Procedura negoziata mediante richiesta d'offerta (RDO) su Mepa per la  fornitura di bandiere da esterno per scuole e sedi comunali – Anni 2016-2018 - Determinazione a contrarre,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-01-01,2018-12-31,idm847
36,6765579C66,00351040423,"Comune di Ancona - Direzione Politiche Sociali, Servizi Scolastici ed Educativi",307347.24,0,"Procedura aperta per l'affidamento in appalto della gestione del centro accoglienza ""Un Tetto per tutti""Approvazione delle ammissioni ed esclusioni requisiti di parecipazione alla gara",01-PROCEDURA APERTA,2016-11-17,0001-01-01,idm867
37,6889421210,00351040423,"Comune di Ancona - Direzione Finanze, Tributi, Soc.Partecipate,  Prog. Comunitari, Economato",159000.00,131588.94,DETERMINAZIONE A CONTRARRE PER L'AFFIDAMENTO DEL SERVIZIO DI MANUTENZIONE E RIPARAZIONE DEGLI SCUOLABUS E DEI MOTOVEICOLI/CICLOMOTORI COMUNALI - Lotto 1 SCUOLABUS COMUNALI,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,2017-06-07,2019-07-31,idm887
38,6882566921,00351040423,"Comune di Ancona - Direzione Finanze, Tributi, Soc.Partecipate,  Prog. Comunitari, Economato",85000.00,65238.65,Procedura negoziata mediante RDO MEPA per la FORNITURA DI PRODOTTI CARTACEI E DI PULIZIA A RIDOTTO IMPATTO AMBIENTALE (D.M. n.61346 del 24/05/2012) 2017-2019 - Determinazione a contrarre,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-11-01,2020-02-29,idm913
39,Z9F1D43BE7,00351040423,"Comune di Ancona - Direzione S.C.A.L.E.S. (Stato Civile, Anagrafe, Elettorale, Leva, Statistica)",1828.50,1487.55,SERVIZIO DI MANUTENZIONE CLASSIFICATORE ROTANTE AUTOMATICO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-09-01,2019-08-31,idm957
40,69184895BB,00351040423,"Comune di Ancona - Direzione Avvocatura,  Affari generali e Assicurazioni",112373.22,96249.51,Affidamento tramite convenzione CONSIP di tutte le attività previste dalla normativa in capo al Medico Competente ex D.Lgs 81/2008 e s.m.i. per il triennio 2017-2018-2019,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2017-01-01,2019-12-31,idm977
41,Z4D1D074A1,00351040423,Comune di Ancona - Ufficio Informatica,29820.00,19880.00,AFFIDAMENTO SERVIZIO DI MANUTENZIONE E ASSISTENZA TECNICA SISTEMA DI POSTA ELETTRONICA PER 36 MESI CON DECORRENZA 01-02-2017,23-AFFIDAMENTO DIRETTO,2017-02-01,2019-01-31,idm997
42,Z291D6B3E0,00351040423,"Comune di Ancona - Direzione Cultura, Turismo, Musei e Gr.Eventi, Decentram,  Partecipazione, Politiche Giovanili, Città Universitaria",25255.00,21045.00,"DETERMINAZIONE A CONTRARRE, AI SENSI DELL’ART 36 COMMA 2 LETT B DEL D. LGS. 50/2016 PER LA GESTIONE DI SERVIZI TURISTICI NELLA CITTA’ DI ANCONA - ANNI 2017 -2019",03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,2017-05-01,2019-09-30,idm1017
43,ZA01D8BF2A,00351040423,"Comune di Ancona - Direzione Finanze, Tributi, Soc.Partecipate,  Prog. Comunitari, Economato",7055.60,5290.91,ADESIONE CONVENZIONE CONSIP – APPARECCHIATURE MULTIFUNZIONE 26 - NOLEGGIO FOTOCOPIATRICI COLORE - LOTTO 4,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2017-04-01,2021-03-31,idm1037
44,Z031D6B75C,00351040423,"Comune di Ancona - Direzione Lavori Pubblici e Programmazione, Grandi Opere, Riqual. Urbana,  Sport",9012.08,9012.08,CHIESA SAN DOMENICO E ALTANA DI PALAZZO BOSDARI – INCARICO PROGETTO MESSA IN SICUREZZA E DIREZIONE LAVORI,23-AFFIDAMENTO DIRETTO,2017-03-30,2018-07-09,idm1057
45,Z551D40895,00351040423,"Comune di Ancona - Direzione Cultura, Turismo, Musei e Gr.Eventi, Decentram,  Partecipazione, Politiche Giovanili, Città Universitaria",9000.00,6000.00,AFFIDAMENTO AL CIRCOLO ACLI MUTUO SOCCORSO DI GALLIGNANO DI SERVIZI VARI DA REALIZZARE NELLA FRAZIONE DI GALLIGNANO - ANNI 2017-2019,23-AFFIDAMENTO DIRETTO,2017-02-09,2019-12-31,idm1077
46,Z831D6DFBE,00351040423,"Comune di Ancona - Direzione Lavori Pubblici e Programmazione, Grandi Opere, Riqual. Urbana,  Sport",37773.67,37773.67,MOLE VANVITELLIANA - RESTAURO E RECUPERO DEI DUE ULTIMI LATI  - INCARICO PER LA REDAZIONE DEL PROGETTO ESECUTIVO DELLE STRUTTURE,23-AFFIDAMENTO DIRETTO,2017-04-04,2017-11-02,idm1097
47,Z4D1B55BD0,00351040423,"Comune di Ancona - Direzione Finanze, Tributi, Soc.Partecipate,  Prog. Comunitari, Economato",9833.40,7444.27,ADESIONE CONVENZIONE CONSIP – APPARECCHIATURE MULTIFUNZIONE 26 - NOLEGGIO FOTOCOPIATRICE COLORE - LOTTO 4,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2016-10-01,2021-09-30,idm1117
48,6863515FBD,00351040423,"Comune di Ancona - Direzione  Manutenzioni,  Frana e  Protezione Civile",307711.72,230679.01,LAVORI DI RIFORESTAZIONE A SEGUITO DELL’AMPLIAMENTO ALLA TERZA CORSIA DELL’AUTOSTRADA A 14 TRATTO SENIGALLIA - ANCONA  NORD lotto 1,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-05-17,2023-05-16,idm1137
49,6863565902,00351040423,"Comune di Ancona - Direzione  Manutenzioni,  Frana e  Protezione Civile",154740.79,120152.66,LAVORI DI RIFORESTAZIONE A SEGUITO DELL’AMPLIAMENTO ALLA TERZA CORSIA DELL’AUTOSTRADA A 14 TRATTO SENIGALLIA - ANCONA  NORD LOTTO 2,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-05-17,2023-05-16,idm1163
50,6863580564,00351040423,"Comune di Ancona - Direzione  Manutenzioni,  Frana e  Protezione Civile",53176.31,40292.06,LAVORI DI RIFORESTAZIONE A SEGUITO DELL’AMPLIAMENTO ALLA TERZA CORSIA DELL’AUTOSTRADA A 14 TRATTO SENIGALLIA - ANCONA  NORD LOTTO 3,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-06-23,2023-06-22,idm1189
51,Z5B1E39BCE,00351040423,"Comune di Ancona - Direzione Finanze, Tributi, Soc.Partecipate,  Prog. Comunitari, Economato",39000.00,38427.45,Procedura negoziata mediante RDO MEPA per la FORNITURA DI CANCELLERIA PER UFFICI COMUNALI 2017-2020 - Determinazione a contrarre,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-09-25,2020-09-24,idm1215
52,70493771EE,00351040423,"Comune di Ancona - Direzione Finanze, Tributi, Soc.Partecipate,  Prog. Comunitari, Economato",46232.32,26005.68,ADESIONE CONVENZIONE CONSIP – APPARECCHIATURE MULTIFUNZIONE 26 - NOLEGGIO FOTOCOPIATRICI - LOTTO 2,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2017-07-01,2021-06-30,idm1256
53,7049444936,00351040423,"Comune di Ancona - Direzione Cultura, Turismo, Musei e Gr.Eventi, Decentram,  Partecipazione, Politiche Giovanili, Città Universitaria",247927.00,190206.11,determinazione a contrarre per l'appalto dei servizi dei tre centri di aggregazione giovanili del comune di Ancona - periodo 1 settembre 2017 - 31 agosto 2020 - cig 7049444936,23-AFFIDAMENTO DIRETTO,2017-09-01,2020-08-30,idm1276
56,ZC51EC312C,00351040423,"Comune di Ancona - Direzione Finanze, Tributi, Soc.Partecipate,  Prog. Comunitari, Economato",23138.00,23138.00,Procedura negoziata mediante RDO MEPA per la FORNITURA DI CARTA PER STAMPANTI E FOTOCOPIATRICI 2017-2018 - Determinazione a contrarre,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-02-01,2018-12-31,idm1390
57,7081459CD2,00351040423,"Comune di Ancona - Direzione Lavori Pubblici e Programmazione, Grandi Opere, Riqual. Urbana,  Sport",250121.47,248985.09,PROCEDURA NEGOZIATA PER L'APPALTO DEI LAVORI DI RIFUNZIONALIZZAZIONE DEL TERZO PIANO SEMINTERRATO DEL PALAZZO DEGLI ANZIANI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-09-22,0001-01-01,idm1428
58,Z441AC06ED,00351040423,"Comune di Ancona - Direzione Lavori Pubblici e Programmazione, Grandi Opere, Riqual. Urbana,  Sport",27577.74,18845.77,CONCESSIONE PER LA GESTIONE DELL'IMPIANTO SPORTIVO COMUNALE DENOMINATO CAMPO SPORTIVO VARANO  LOTTO N. 2 CIG Z441AC06ED     - PERIODO 1 LUGLIO 2016 - 30 GIUGNO 2019.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-07-01,2019-06-30,idm1568
59,6765558B12,00351040423,"Comune di Ancona - Direzione Lavori Pubblici e Programmazione, Grandi Opere, Riqual. Urbana,  Sport",26778.21,22315.18,CONCESSIONE PER LA GESTIONE DELL'IMPIANTO SPORTIVO COMUNALE DENOMINATO PALESTRA RAGNINI   LOTTO N. 4 CIG 6765558B12     - PERIODO 1 LUGLIO 2016 - 30 GIUGNO 2019.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-07-01,2019-06-30,idm1588
61,6765854F55,00351040423,"Comune di Ancona - Direzione Lavori Pubblici e Programmazione, Grandi Opere, Riqual. Urbana,  Sport",29835.00,29135.00,CONCESSIONE PER LA GESTIONE DELL'IMPIANTO SPORTIVO COMUNALE DENOMINATO GEODETICO VARANO   LOTTO N. 17  CIG 6765854F55   - PERIODO 1 LUGLIO 2016 - 30 GIUGNO 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-07-01,2019-06-30,idm1640
62,70883535F0,00351040423,Comune di Ancona - Ufficio Informatica,75427.57,29313.98,SERVIZI DI CONNETTIVITA' INTENET IN AMBITO SPC ATTRAVERSO ADESIONE AL CONTRATTO QUADRO OPA SPC 2 DI CONSIP SPA,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2017-05-26,2013-05-23,idm1660
63,Z1E1F6D8ED,00351040423,Comune di Ancona - Ufficio Informatica,9500.00,3800.00,AFFIDAMENTO PER LA REALIZZAZIONR FRL PROGETTO DI SVILUPPO WIFI PERIFERIA,23-AFFIDAMENTO DIRETTO,2017-07-28,2017-08-27,idm1680
64,Z831F9FCAE,00351040423,"Comune di Ancona - Direzione Lavori Pubblici e Programmazione, Grandi Opere, Riqual. Urbana,  Sport",33904.00,31605.60,INCARICO PROFESSIONALE PROGETTAZIONE DEFINITIVA/ESECUTIVA E D.L. DI ALCUNE DEMOLIZIONI RIGUARDANTI EDIFICI ACCESSORI DELL'ISTITUTO NAUTICO LUNGOMARE VANVITELLI E ADEGUAMENTO PALESTRA,23-AFFIDAMENTO DIRETTO,0001-01-01,0001-01-01,idm1700
65,704585142E,00351040423,"Comune di Ancona - Direzione  Manutenzioni,  Frana e  Protezione Civile",123208.82,123208.82,"SERVIZIO DI PULIZIA VERDE PUBBLICO, APERTURA E CHIUSURA CANCELLI DEI PARCHI - PERIODO 5 SETTEMBRE 2017 / 30 GIUGNO 2019 - AGGIDICAZIONE DEFINITIVA APPALTO ALLA ATLANTE COOPERATIVA SOCIALE  -",03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,2017-09-05,2019-06-30,idm1720
66,Z331BEC2B8,00351040423,"Comune di Ancona - Direzione  Manutenzioni,  Frana e  Protezione Civile",28965.73,21446.76,PROCEDURA NEGOZIATA MEDIANTE RICHIESTA DI OFFERTA (RDO) PER LA FORNITURA DI FERRAMENTA PER MAGAZZINO COMUNALE ANNI 2017-2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-06-16,2019-06-15,idm1749
67,Z4B1FB4C98,00351040423,Comune di Ancona - Ufficio Informatica,600.00,600.00,AFFIDAMENTO MANUENZIONE E ASSISTENZA SW CITYWARE DAL 01-10-2017 AL 30-09-2018,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-10-01,2018-09-30,idm1769
68,3859727B78,00351040423,"Comune di Ancona - Direzione Pianificazione Urbanistica, Edil. pubblica, Porto e Mobilità Urbana, Progetti Speciali, Ambiente e Green Economy",418.06,418.06,"atto di liquidazione relativo a: contratto di servizio con la società ATMA - servizi aggiuntivi - Servizio di bus navetta in occasione della ""Festa del mare"" il giorno 10/09/2017",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2017-09-10,2017-09-10,idm1789
70,3859727B78,00351040423,"Comune di Ancona - Direzione Pianificazione Urbanistica, Edil. pubblica, Porto e Mobilità Urbana, Progetti Speciali, Ambiente e Green Economy",535.70,535.70,"atto di liquidazione relativo a: contratto di servizio con la società ATMA - Servizio di bus navetta svolto in occasione della ""Cerimonia del saluto"" il giorno 24/09/2017",24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2017-09-24,2017-09-24,idm1829
